launched_at,task_family,target_family,comparison_group,config_path,launch_script,wandb_entity,wandb_project,sweep_path,sweep_id,num_agents,runs_per_agent,gpu_list,notes
"2026-06-08T18:28:49-05:00","utr3","bashor_in_house_threeprime_modal100_fastqs1_5","utr3__bashor_in_house__threeprime_modal100__scratch_resnet1d_fp32","configs/utr3/bashor_in_house/resnet1d/lib1_threeprime__scratch_resnet1d__bayes.yml","launch/lib1_threeprime_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","utr3__bashor_in_house__threeprime_modal100__scratch__resnet1d_fp32","minhangxu1998-baylor-college-of-medicine/utr3__bashor_in_house__threeprime_modal100__scratch__resnet1d_fp32/p26ne4x3","p26ne4x3","4","8","0 1 2 3",""
"2026-06-08T18:29:07-05:00","utr3","bashor_in_house_threeprime_modal100_fastqs1_5","utr3__bashor_in_house__threeprime_modal100__scratch_utr_bassetvl_fp32","configs/utr3/bashor_in_house/utr_bassetvl/lib1_threeprime__scratch_utr_bassetvl__bayes.yml","launch/lib1_threeprime_scratch_utr_bassetvl_sweep.sh","minhangxu1998-baylor-college-of-medicine","utr3__bashor_in_house__threeprime_modal100__scratch__utr_bassetvl_fp32","minhangxu1998-baylor-college-of-medicine/utr3__bashor_in_house__threeprime_modal100__scratch__utr_bassetvl_fp32/k0g0eh19","k0g0eh19","4","8","4 5 6 7",""
"2026-06-08T21:48:02-05:00","promoter","legacy_in_house_e7_e30","promoter__legacy_e7_e30__scratch__resnet1d_train90k_rc_ablation","configs/promoter/legacy_in_house_e7_e30/resnet1d/promoter__legacy_e7_e30__resnet1d__train90k_bayes.yml","launch/promoter_legacy_e7_e30_resnet1d_train90k_sweep.sh","minhangxu1998-baylor-college-of-medicine","promoter__legacy_e7_e30__scratch__resnet1d_train90k","minhangxu1998-baylor-college-of-medicine/promoter__legacy_e7_e30__scratch__resnet1d_train90k/ysmytd2e","ysmytd2e","4","8","0 1 2 3",""
"2026-06-08T21:57:58-05:00","utr3","bashor_in_house_threeprime_modal100_fastqs1_5","utr3__bashor_in_house__threeprime_modal100__scratch_utr_bassetvl_focused_rc_factorial_fp32","configs/utr3/bashor_in_house/utr_bassetvl/lib1_threeprime__scratch_utr_bassetvl__focused_rc_factorial_grid.yml","launch/lib1_threeprime_utr_bassetvl_focused_rc_factorial_grid.sh","minhangxu1998-baylor-college-of-medicine","utr3__bashor_in_house__threeprime_modal100__scratch__utr_bassetvl_focused_rc_factorial_fp32","minhangxu1998-baylor-college-of-medicine/utr3__bashor_in_house__threeprime_modal100__scratch__utr_bassetvl_focused_rc_factorial_fp32/wt68uekw","wt68uekw","4","32","4 5 6 7",""
"2026-06-08T22:08:55-05:00","promoter","legacy_in_house_e7_e30","promoter__legacy_e7_e30__scratch__resnet1d_train90k_rc_ablation","configs/promoter/legacy_in_house_e7_e30/resnet1d/promoter__legacy_e7_e30__resnet1d__train90k_bayes.yml","launch/promoter_legacy_e7_e30_resnet1d_train90k_sweep.sh","minhangxu1998-baylor-college-of-medicine","promoter__legacy_e7_e30__scratch__resnet1d_train90k","minhangxu1998-baylor-college-of-medicine/promoter__legacy_e7_e30__scratch__resnet1d_train90k/9p34zh7o","9p34zh7o","4","8","0 1 2 3",""
"2026-06-09T09:50:00-05:00","promoter","bashor_in_house_lib1_promoter_allvalid_fastqs1_5","promoter__bashor_in_house__lib1_allvalid__scratch_resnet1d","configs/promoter/bashor_in_house/resnet1d/lib1_promoter__scratch_resnet1d__bayes.yml","launch/lib1_promoter_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","promoter__bashor_in_house__lib1_allvalid__scratch__resnet1d","minhangxu1998-baylor-college-of-medicine/promoter__bashor_in_house__lib1_allvalid__scratch__resnet1d/cgyqzdh0","cgyqzdh0","4","8","0 1 2 3",""
"2026-06-09T10:05:58-05:00","introns","bashor_in_house_lib1_intron_modal80_fastqs1_5","introns__bashor_in_house__lib1_intron_modal80__scratch_resnet1d_rc","configs/introns/bashor_in_house/resnet1d/lib1_intron_modal80__scratch_resnet1d__bayes.yml","launch/lib1_intron_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","introns__bashor_in_house__lib1_intron_modal80__scratch__resnet1d","minhangxu1998-baylor-college-of-medicine/introns__bashor_in_house__lib1_intron_modal80__scratch__resnet1d/hv9bbdkt","hv9bbdkt","4","8","0 1 2 3",""
"2026-06-09T10:06:45-05:00","promoter","bashor_in_house_lib1_promoter_allvalid_fastqs1_5","promoter__bashor_in_house__lib1_allvalid__scratch_resnet1d","configs/promoter/bashor_in_house/resnet1d/lib1_promoter__scratch_resnet1d__bayes.yml","launch/lib1_promoter_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","promoter__bashor_in_house__lib1_allvalid__scratch__resnet1d","minhangxu1998-baylor-college-of-medicine/promoter__bashor_in_house__lib1_allvalid__scratch__resnet1d/s2diz4s6","s2diz4s6","4","8","0 1 2 3",""
"2026-06-09T10:15:23-05:00","promoter","bashor_in_house_lib1_promoter_allvalid_fastqs1_5","promoter__bashor_in_house__lib1_allvalid__scratch_resnet1d","configs/promoter/bashor_in_house/resnet1d/lib1_promoter__scratch_resnet1d__bayes.yml","launch/lib1_promoter_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","promoter__bashor_in_house__lib1_allvalid__scratch__resnet1d","minhangxu1998-baylor-college-of-medicine/promoter__bashor_in_house__lib1_allvalid__scratch__resnet1d/s2diz4s6","s2diz4s6","4","8","4 5 6 7",""
"2026-06-09T11:10:32-05:00","promoter","bashor_in_house_lib1_promoter_allvalid_fastqs1_5","promoter__bashor_in_house__lib1_allvalid__scratch_promoter_bassetvl","configs/promoter/bashor_in_house/promoter_bassetvl/lib1_promoter__scratch_promoter_bassetvl__bayes.yml","launch/lib1_promoter_scratch_promoter_bassetvl_sweep.sh","minhangxu1998-baylor-college-of-medicine","promoter__bashor_in_house__lib1_allvalid__scratch__promoter_bassetvl","minhangxu1998-baylor-college-of-medicine/promoter__bashor_in_house__lib1_allvalid__scratch__promoter_bassetvl/xzw2b95t","xzw2b95t","4","8","4 5 6 7",""
"2026-06-09T13:34:43-05:00","promoter","bashor_in_house_lib1_promoter_allvalid_fastqs1_5","promoter__bashor_in_house__lib1_allvalid__scratch_promoter_bassetvl","configs/promoter/bashor_in_house/promoter_bassetvl/lib1_promoter__scratch_promoter_bassetvl__bayes.yml","launch/lib1_promoter_scratch_promoter_bassetvl_sweep.sh","minhangxu1998-baylor-college-of-medicine","promoter__bashor_in_house__lib1_allvalid__scratch__promoter_bassetvl","minhangxu1998-baylor-college-of-medicine/promoter__bashor_in_house__lib1_allvalid__scratch__promoter_bassetvl/xzw2b95t","xzw2b95t","4","4","4 5 6 7",""
"2026-06-09T19:54:49-05:00","utr5","bashor_in_house_lib1_fiveprime_modal50_fastqs1_5","utr5__bashor_in_house__fiveprime_modal50__scratch_resnet1d_fp32","configs/utr5/bashor_in_house/resnet1d/lib1_fiveprime_modal50__scratch_resnet1d__bayes.yml","launch/lib1_fiveprime_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","utr5__bashor_in_house__fiveprime_modal50__scratch__resnet1d_fp32","minhangxu1998-baylor-college-of-medicine/utr5__bashor_in_house__fiveprime_modal50__scratch__resnet1d_fp32/0ieyxjkk","0ieyxjkk","4","16","0 1 2 3",""
"2026-06-09T21:14:44-05:00","utr5","bashor_in_house_lib1_fiveprime_modal50_fastqs1_5","utr5__bashor_in_house__fiveprime_modal50__scratch_utr_bassetvl_fp32","configs/utr5/bashor_in_house/utr_bassetvl/lib1_fiveprime_modal50__scratch_utr_bassetvl__bayes.yml","launch/lib1_fiveprime_scratch_utr_bassetvl_sweep.sh","minhangxu1998-baylor-college-of-medicine","utr5__bashor_in_house__fiveprime_modal50__scratch__utr_bassetvl_fp32","minhangxu1998-baylor-college-of-medicine/utr5__bashor_in_house__fiveprime_modal50__scratch__utr_bassetvl_fp32/ba6t98l8","ba6t98l8","4","16","4 5 6 7",""
"2026-06-09T23:04:21-05:00","enhancer","bashor_in_house_lib1_enhancer_no_flank_hq8_fastqs1_5","enhancer__bashor_in_house__no_flank_hq8__scratch_resnet1d_fp32","configs/enhancer/bashor_in_house/resnet1d/lib1_enhancer_no_flank_hq8__scratch_resnet1d__bayes.yml","launch/lib1_enhancer_no_flank_hq8_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","enhancer__bashor_in_house__no_flank_hq8__scratch__resnet1d_fp32","minhangxu1998-baylor-college-of-medicine/enhancer__bashor_in_house__no_flank_hq8__scratch__resnet1d_fp32/ygrpm8aq","ygrpm8aq","1","1","0","pilot"
"2026-06-09T23:10:16-05:00","enhancer","bashor_in_house_lib1_enhancer_no_flank_hq8_fastqs1_5","enhancer__bashor_in_house__no_flank_hq8__scratch_bassetvl_fp32","configs/enhancer/bashor_in_house/bassetvl/lib1_enhancer_no_flank_hq8__scratch_bassetvl__bayes.yml","launch/lib1_enhancer_no_flank_hq8_scratch_bassetvl_sweep.sh","minhangxu1998-baylor-college-of-medicine","enhancer__bashor_in_house__no_flank_hq8__scratch__bassetvl_fp32","minhangxu1998-baylor-college-of-medicine/enhancer__bashor_in_house__no_flank_hq8__scratch__bassetvl_fp32/l3vhqano","l3vhqano","1","1","0","pilot"
"2026-06-09T23:31:04-05:00","enhancer","bashor_in_house_lib1_enhancer_no_flank_hq8_fastqs1_5","enhancer__bashor_in_house__no_flank_hq8__scratch_resnet1d_fp32","configs/enhancer/bashor_in_house/resnet1d/lib1_enhancer_no_flank_hq8__scratch_resnet1d__bayes.yml","launch/lib1_enhancer_no_flank_hq8_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","enhancer__bashor_in_house__no_flank_hq8__scratch__resnet1d_fp32","minhangxu1998-baylor-college-of-medicine/enhancer__bashor_in_house__no_flank_hq8__scratch__resnet1d_fp32/xygpanfs","xygpanfs","1","1","0","pilot"
"2026-06-09T23:38:21-05:00","enhancer","bashor_in_house_lib1_enhancer_no_flank_hq8_fastqs1_5","enhancer__bashor_in_house__no_flank_hq8__scratch_bassetvl_fp32","configs/enhancer/bashor_in_house/bassetvl/lib1_enhancer_no_flank_hq8__scratch_bassetvl__bayes.yml","launch/lib1_enhancer_no_flank_hq8_scratch_bassetvl_sweep.sh","minhangxu1998-baylor-college-of-medicine","enhancer__bashor_in_house__no_flank_hq8__scratch__bassetvl_fp32","minhangxu1998-baylor-college-of-medicine/enhancer__bashor_in_house__no_flank_hq8__scratch__bassetvl_fp32/tgr0zs27","tgr0zs27","1","1","0","pilot"
"2026-06-09T23:44:57-05:00","promoter","bashor_in_house_lib1_promoter_allvalid_fastqs1_5","promoter__bashor_in_house__lib1_allvalid__scratch_resnet1d","configs/promoter/bashor_in_house/resnet1d/lib1_promoter__scratch_resnet1d__bayes.yml","launch/lib1_promoter_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","promoter__bashor_in_house__lib1_allvalid__scratch__resnet1d","minhangxu1998-baylor-college-of-medicine/promoter__bashor_in_house__lib1_allvalid__scratch__resnet1d/n2tgydi6","n2tgydi6","4","32","0 1 2 3",""
"2026-06-09T23:44:59-05:00","promoter","bashor_in_house_lib1_promoter_allvalid_fastqs1_5","promoter__bashor_in_house__lib1_allvalid__scratch_promoter_bassetvl","configs/promoter/bashor_in_house/promoter_bassetvl/lib1_promoter__scratch_promoter_bassetvl__bayes.yml","launch/lib1_promoter_scratch_promoter_bassetvl_sweep.sh","minhangxu1998-baylor-college-of-medicine","promoter__bashor_in_house__lib1_allvalid__scratch__promoter_bassetvl","minhangxu1998-baylor-college-of-medicine/promoter__bashor_in_house__lib1_allvalid__scratch__promoter_bassetvl/vi17zxcm","vi17zxcm","4","32","4 5 6 7",""
"2026-06-10T04:19:43-05:00","introns","bashor_in_house_lib1_intron_modal80_fastqs1_5","introns__bashor_in_house__lib1_intron_modal80__scratch_resnet1d_rc","configs/introns/bashor_in_house/resnet1d/lib1_intron_modal80__scratch_resnet1d__bayes.yml","launch/lib1_intron_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","introns__bashor_in_house__lib1_intron_modal80__scratch__resnet1d","minhangxu1998-baylor-college-of-medicine/introns__bashor_in_house__lib1_intron_modal80__scratch__resnet1d/5b0njbjz","5b0njbjz","8","16","0 1 2 3 4 5 6 7",""
"2026-06-10T06:06:24-05:00","utr3","bashor_in_house_threeprime_modal100_fastqs1_5","utr3__bashor_in_house__threeprime_modal100__scratch_resnet1d_fp32","configs/utr3/bashor_in_house/resnet1d/lib1_threeprime__scratch_resnet1d__bayes.yml","launch/lib1_threeprime_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","utr3__bashor_in_house__threeprime_modal100__scratch__resnet1d_fp32","minhangxu1998-baylor-college-of-medicine/utr3__bashor_in_house__threeprime_modal100__scratch__resnet1d_fp32/bnyvegba","bnyvegba","4","32","0 1 2 3",""
"2026-06-10T06:06:26-05:00","utr3","bashor_in_house_threeprime_modal100_fastqs1_5","utr3__bashor_in_house__threeprime_modal100__scratch_utr_bassetvl_fp32","configs/utr3/bashor_in_house/utr_bassetvl/lib1_threeprime__scratch_utr_bassetvl__bayes.yml","launch/lib1_threeprime_scratch_utr_bassetvl_sweep.sh","minhangxu1998-baylor-college-of-medicine","utr3__bashor_in_house__threeprime_modal100__scratch__utr_bassetvl_fp32","minhangxu1998-baylor-college-of-medicine/utr3__bashor_in_house__threeprime_modal100__scratch__utr_bassetvl_fp32/nhoh1zuw","nhoh1zuw","4","32","4 5 6 7",""
"2026-06-10T09:52:03-05:00","utr5","bashor_in_house_lib1_fiveprime_modal50_fastqs1_5","utr5__bashor_in_house__fiveprime_modal50__scratch_resnet1d_fp32","configs/utr5/bashor_in_house/resnet1d/lib1_fiveprime_modal50__scratch_resnet1d__bayes.yml","launch/lib1_fiveprime_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","utr5__bashor_in_house__fiveprime_modal50__scratch__resnet1d_fp32","minhangxu1998-baylor-college-of-medicine/utr5__bashor_in_house__fiveprime_modal50__scratch__resnet1d_fp32/87uud4bc","87uud4bc","4","32","0 1 2 3",""
"2026-06-10T09:52:05-05:00","utr5","bashor_in_house_lib1_fiveprime_modal50_fastqs1_5","utr5__bashor_in_house__fiveprime_modal50__scratch_utr_bassetvl_fp32","configs/utr5/bashor_in_house/utr_bassetvl/lib1_fiveprime_modal50__scratch_utr_bassetvl__bayes.yml","launch/lib1_fiveprime_scratch_utr_bassetvl_sweep.sh","minhangxu1998-baylor-college-of-medicine","utr5__bashor_in_house__fiveprime_modal50__scratch__utr_bassetvl_fp32","minhangxu1998-baylor-college-of-medicine/utr5__bashor_in_house__fiveprime_modal50__scratch__utr_bassetvl_fp32/hs7moccj","hs7moccj","4","32","4 5 6 7",""
"2026-06-10T16:18:35-05:00","enhancer","bashor_in_house_lib1_enhancer_no_flank_hq8_fastqs1_5","enhancer__bashor_in_house__no_flank_hq8__scratch_resnet1d_fp32","configs/enhancer/bashor_in_house/resnet1d/lib1_enhancer_no_flank_hq8__scratch_resnet1d__bayes.yml","launch/lib1_enhancer_no_flank_hq8_scratch_resnet1d_sweep.sh","minhangxu1998-baylor-college-of-medicine","enhancer__bashor_in_house__no_flank_hq8__scratch__resnet1d_fp32","minhangxu1998-baylor-college-of-medicine/enhancer__bashor_in_house__no_flank_hq8__scratch__resnet1d_fp32/az1dlbv1","az1dlbv1","4","32","0 1 2 3",""
"2026-06-10T16:18:37-05:00","enhancer","bashor_in_house_lib1_enhancer_no_flank_hq8_fastqs1_5","enhancer__bashor_in_house__no_flank_hq8__scratch_bassetvl_fp32","configs/enhancer/bashor_in_house/bassetvl/lib1_enhancer_no_flank_hq8__scratch_bassetvl__bayes.yml","launch/lib1_enhancer_no_flank_hq8_scratch_bassetvl_sweep.sh","minhangxu1998-baylor-college-of-medicine","enhancer__bashor_in_house__no_flank_hq8__scratch__bassetvl_fp32","minhangxu1998-baylor-college-of-medicine/enhancer__bashor_in_house__no_flank_hq8__scratch__bassetvl_fp32/haf7rbbj","haf7rbbj","4","32","4 5 6 7",""
