split_strategy,split_pool,split_val_fraction,split_test_fraction,val_is_fixed_across_seeds,test_is_fixed_across_seeds,setting,b_cap,head_lr,backbone_lr,train_sampling_mode,unfreeze_scope,train_threshold,train_size,init_head,train_mae_mean,train_mae_std,train_mae_count,train_rmse_mean,train_rmse_std,train_rmse_count,train_pearson_mean,train_pearson_std,train_pearson_count,train_spearman_mean,train_spearman_std,train_spearman_count,train_r2_mean,train_r2_std,train_r2_count,train_pearson_sq_mean,train_pearson_sq_std,train_pearson_sq_count,train_loss_standardized_mean,train_loss_standardized_std,train_loss_standardized_count,val_mae_mean,val_mae_std,val_mae_count,val_rmse_mean,val_rmse_std,val_rmse_count,val_pearson_mean,val_pearson_std,val_pearson_count,val_spearman_mean,val_spearman_std,val_spearman_count,val_r2_mean,val_r2_std,val_r2_count,val_pearson_sq_mean,val_pearson_sq_std,val_pearson_sq_count,val_loss_standardized_mean,val_loss_standardized_std,val_loss_standardized_count,test_mae_mean,test_mae_std,test_mae_count,test_rmse_mean,test_rmse_std,test_rmse_count,test_pearson_mean,test_pearson_std,test_pearson_count,test_spearman_mean,test_spearman_std,test_spearman_count,test_r2_mean,test_r2_std,test_r2_count,test_pearson_sq_mean,test_pearson_sq_std,test_pearson_sq_count,test_loss_standardized_mean,test_loss_standardized_std,test_loss_standardized_count,best_epoch_mean,best_epoch_std,best_epoch_count,best_val_loss_standardized_mean,best_val_loss_standardized_std,best_val_loss_standardized_count,initial_trainable_params_mean,initial_trainable_params_std,initial_trainable_params_count,final_trainable_params_mean,final_trainable_params_std,final_trainable_params_count
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,134,HepG2,0.27124959975481033,0.03290111800880268,4,0.34967873245477676,0.03998845519875208,4,0.3615418466161465,0.06924663996224169,4,0.32318625826629654,0.08011103032940052,4,0.1091370417153246,0.08471798447859524,4,0.13430882971415847,0.05033013231347412,4,0.884214773774147,0.08408587501053269,4,0.28561416268348694,0.005834790417403026,4,0.3714873567223549,0.006273122494716636,4,0.299244104191011,0.041813787128489294,4,0.225137613262109,0.04098185808110534,4,0.07922709047107349,0.037354270212175966,4,0.09085832848860062,0.024140413046870257,4,1.0297852903604507,0.2626720305291472,4,0.2783903405070305,0.010444965064585116,4,0.3668113052845001,0.014909809378426613,4,0.22894127853596682,0.013352843404355056,4,0.20200786962955405,0.017037939433666785,4,0.02261204365598843,0.012957891329881085,4,0.05254783283791906,0.0060975147887316495,4,0.9909220933914185,0.17982531674506297,4,23.75,19.397164741270824,4,1.0297852903604507,0.2626720305291472,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,134,K562,0.27468225359916687,0.028897163470297492,4,0.353334441781044,0.03760810389139423,4,0.34514326269899653,0.05068484398339463,4,0.31436154659192334,0.09138809298238008,4,0.09077653844626218,0.057533163624010716,4,0.12105058684372433,0.03469937885676589,4,0.9024382382631302,0.05710383263837037,4,0.28346146643161774,0.009111575985277735,4,0.37008215487003326,0.013292660889486899,4,0.30935634251788113,0.029698911042897905,4,0.23152067424469852,0.01967584570711419,4,0.08717734398738256,0.023730845364951448,4,0.09636286564389106,0.018555099511647306,4,1.0237889289855957,0.2676628953380568,4,0.2755768150091171,0.011796263149024626,4,0.360688179731369,0.016392304202572955,4,0.2706190883223168,0.0391553750116912,4,0.2296855760793147,0.03294348051623547,4,0.05490435012087683,0.032758708339035214,4,0.07438454850863152,0.020002075328947034,4,0.9595630913972855,0.18298827604125564,4,25.75,15.96610994158147,4,1.0237889289855957,0.2676628953380568,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,134,SKNSH,0.2702309526503086,0.030479217779306508,4,0.3486606255173683,0.039758615260406846,4,0.38404504380705634,0.048854301010694545,4,0.34433681981873965,0.08076194732846759,4,0.11445654230198946,0.08160277843230271,4,0.1492806527181965,0.03813777642529239,4,0.8789348602294922,0.08099377767659029,4,0.28908856958150864,0.005191008153858188,4,0.37558574974536896,0.007504494208675861,4,0.2766153833577275,0.04103938554162789,4,0.22346445977154364,0.04164597155647842,4,0.059056999363437224,0.03162956824417662,4,0.07777924368436832,0.022365028249770397,4,1.0537800341844559,0.27489209246192625,4,0.28256644308567047,0.014504148324887002,4,0.3685884475708008,0.01682080943655446,4,0.23224011555438254,0.028881714180127246,4,0.2083302772472397,0.03121329000765909,4,0.012386866711197125,0.05556233497753411,4,0.05456108633319988,0.013525466768075492,4,1.0006494671106339,0.17977863635988972,4,33.0,26.14064523559687,4,1.0537800341844559,0.27489209246192625,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,268,HepG2,0.26721128821372986,0.021522545448467822,4,0.34536487609148026,0.03196643500843818,4,0.377580324340989,0.0456677208299845,4,0.32083234279290357,0.06500890454768458,4,0.1308740846199444,0.04985972167360089,4,0.14413105687380046,0.03432149729966788,4,0.8658828735351562,0.04967371938060597,4,0.2824084758758545,0.008150610536900417,4,0.3672759383916855,0.009370085844622766,4,0.32363086934143903,0.062864616849338,4,0.23308776924150393,0.04390099473414583,4,0.10004456883552548,0.04169671389239963,4,0.10770090962940612,0.042212179277979066,4,0.9945791810750961,0.16177382944676152,4,0.2749748155474663,0.012457154420154453,4,0.36108849197626114,0.01713422546143251,4,0.25670881519638156,0.0371271061273595,4,0.22076951000220266,0.014178328548911429,4,0.052932441882469344,0.0337945706704642,4,0.06693323230657414,0.019943256427519304,4,0.954449862241745,0.10451853632383189,4,32.75,26.587904518157625,4,0.9945791810750961,0.16177382944676152,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,268,K562,0.2669885978102684,0.02195066673116453,4,0.3442497178912163,0.03235828643468283,4,0.3811482069023404,0.03202017189172035,4,0.3147855420654516,0.057967502066921826,4,0.13733489037356592,0.026353632116182798,4,0.1460429241808508,0.02519458411889703,4,0.8594462126493454,0.026255306760857685,4,0.280695877969265,0.007707000508365893,4,0.3677521124482155,0.012839482655854693,4,0.3228423412185628,0.049878766112620876,4,0.2394439278718042,0.033185529266950724,4,0.09835890922804538,0.03287785825723794,4,0.10609309576517108,0.03346155614692818,4,0.9981393963098526,0.17199353039028548,4,0.27325763553380966,0.011602120372822995,4,0.3583221286535263,0.015814341045836067,4,0.27558670384082495,0.03485134358221695,4,0.2361326130337676,0.026314077662804695,4,0.06734122013259966,0.025369325304625434,4,0.07685899344596486,0.018415660634895355,4,0.9416074901819229,0.11967702807026377,4,33.25,25.76011128340352,4,0.9981393963098526,0.17199353039028548,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,268,SKNSH,0.26636872068047523,0.02331050336257877,4,0.3427572622895241,0.032279944700575006,4,0.3951350507543225,0.028782527618561992,4,0.3312156623853958,0.0413722586962772,4,0.14469835990429536,0.029082814740984255,4,0.15675303375670596,0.02246577629426012,4,0.8521102070808411,0.028974332104448754,4,0.28400780260562897,0.0052421726219614604,4,0.37017396837472916,0.00814443206911714,4,0.30354706149863375,0.06011026795638019,4,0.2348689810233105,0.04340857676306223,4,0.08580943713795303,0.0386728367601016,4,0.09485075177979624,0.034386774986313325,4,1.010645180940628,0.16792253855471406,4,0.27727919071912766,0.013658070624145235,4,0.362015537917614,0.01716986668510537,4,0.25159145939232364,0.04485441315589139,4,0.2204053364966152,0.04323234231079089,4,0.04778746496132333,0.04339391640394814,4,0.06480720122382877,0.02290340419900269,4,0.9596505463123322,0.10768682903466452,4,45.25,29.859392715414245,4,1.010645180940628,0.16792253855471406,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,536,HepG2,0.2657373771071434,0.015371255719789588,4,0.3415212035179138,0.018866097291114103,4,0.41812546843986786,0.07747326753933813,4,0.35284570361384193,0.08884118196954756,4,0.16351294390800167,0.08180786841352554,4,0.17933048774547533,0.06306771452505326,4,0.8349265456199646,0.08165519238422769,4,0.28047792613506317,0.00931399813992009,4,0.36373420804739,0.012306655418068689,4,0.345072439446,0.04719521292143248,4,0.24061421863726082,0.036118311134165845,4,0.11779874272437463,0.035741315773962466,4,0.12074552955723786,0.03453705259396582,4,0.951005607843399,0.11764243334656671,4,0.2738037407398224,0.011982450110645226,4,0.3593103364109993,0.016619008294444428,4,0.27900115756590477,0.047777843711598954,4,0.23407843296316397,0.03143977995096596,4,0.06184888859439622,0.043593804144900834,4,0.07955368768541231,0.0266242587152797,4,0.9262731075286865,0.10975263192659675,4,33.25,25.395209522007622,4,0.951005607843399,0.11764243334656671,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,536,K562,0.25933609157800674,0.014114642666504942,4,0.3343292400240898,0.019130619125116915,4,0.45097918010306354,0.04287519357994695,4,0.38180349617378645,0.043319861110772996,4,0.20055312537581574,0.038617554855147625,4,0.20476093255481986,0.03859722421880038,4,0.7979554235935211,0.038545523040909066,4,0.2771824821829796,0.005182757500513474,4,0.3622547760605812,0.008905031858171795,4,0.35827382644069816,0.05329578369166227,4,0.24992320753498873,0.03574052012319822,4,0.12460166976398668,0.03614383008655026,4,0.13049046513194085,0.037653697304216645,4,0.9426489025354385,0.10629106259249178,4,0.2730541452765465,0.01212352167334275,4,0.356644868850708,0.016284212002729368,4,0.2904220305141433,0.04045765085957735,4,0.22882327591189233,0.043529706066988666,4,0.07606063205562491,0.02899597361089799,4,0.08557257194276456,0.022876479065191864,4,0.9128652662038803,0.11234573656846408,4,47.75,21.313141485947114,4,0.9426489025354385,0.10629106259249178,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,536,SKNSH,0.2580123208463192,0.013382214305494243,4,0.3322513625025749,0.016614781064375278,4,0.4640866994332996,0.027792549883045414,4,0.3982875418269003,0.04074965306350307,4,0.21041940000559733,0.025726634087179498,4,0.21595578396264498,0.025834971333236933,4,0.7881075441837311,0.02567869383060525,4,0.2796999216079712,0.005083255674543678,4,0.36377114802598953,0.009390328725984982,4,0.35168234630736067,0.04120699684781808,4,0.25981239150013824,0.0345410983058129,4,0.11759296487762944,0.025407413415828216,4,0.12495398514616243,0.028922130368570206,4,0.9514022618532181,0.11597401244950921,4,0.27220112830400467,0.011064312262293456,4,0.35627052932977676,0.01457865075507505,4,0.290101210593076,0.03185858822908442,4,0.2331799408971559,0.03754438887099298,4,0.07786121172320623,0.021451514071929398,4,0.08491993962053099,0.01833177740104428,4,0.9106648415327072,0.10509773058876039,4,60.25,9.569918146637061,4,0.9514022618532181,0.11597401244950921,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,938,HepG2,0.25748589634895325,0.007241899842914017,4,0.3334203287959099,0.009628541019903998,4,0.4474416715109075,0.013528987665515904,4,0.3743276703014144,0.025751228521011745,4,0.19635239821153128,0.012005093339329755,4,0.20034132453491513,0.011982970158974463,4,0.8027908504009247,0.011992227843813045,4,0.27664245665073395,0.004556517702278295,4,0.36090801656246185,0.0055124247433400555,4,0.36574489238393165,0.06344922921683792,4,0.2517950864648432,0.0592334846762629,4,0.13068639174481256,0.04127101921327371,4,0.13678867982109189,0.04594112940763781,4,0.9427930861711502,0.06852383167124021,4,0.2708423063158989,0.012467199426539533,4,0.35494501888751984,0.015621483309706847,4,0.29819417795005615,0.03766369446061959,4,0.2190132498073022,0.0522755542600201,4,0.0847647883714236,0.028230026003550276,4,0.08998368317362694,0.02252341310804341,4,0.9134151190519333,0.10663820901609954,4,42.75,8.341662504161466,4,0.9427930861711502,0.06852383167124021,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,938,K562,0.25978097319602966,0.0036065334355297103,4,0.33648332208395004,0.005472776698893856,4,0.4285575346731901,0.0304453697968617,4,0.35124935813653113,0.04009916538525227,4,0.1809303906235361,0.025614342466194803,4,0.18435675093171328,0.02604391972750148,4,0.8181964159011841,0.025586978971227164,4,0.2757888287305832,0.004069507322868087,4,0.3607228696346283,0.00660947953263609,4,0.3679664345527176,0.056503158186009664,4,0.25406969781087424,0.04555872210364062,4,0.13180740033612534,0.036360636949852816,4,0.13779375212118433,0.04060373372622499,4,0.9415882676839828,0.06496876827631066,4,0.2712288796901703,0.011911673547669917,4,0.3552173897624016,0.015818327738993724,4,0.29473248651092576,0.04175300586917037,4,0.22324440830597195,0.0407416378194272,4,0.0833998000922454,0.02764641789184261,4,0.08817472372924628,0.024446613184941977,4,0.9151856750249863,0.11186112929876559,4,39.25,9.215023964519391,4,0.9415882676839828,0.06496876827631066,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,938,SKNSH,0.25755857676267624,0.004542827825199311,4,0.33366846293210983,0.006945700222130502,4,0.44418492660886716,0.03473702344022928,4,0.380354755668447,0.03901223167462854,4,0.19457857420535454,0.029397917131633537,4,0.19820524462463998,0.02992219419179676,4,0.8045627772808075,0.02936653014018536,4,0.27667829394340515,0.0050379303256588405,4,0.36134228110313416,0.007085562494017965,4,0.3627923025858457,0.06218921666623954,4,0.2569648912388452,0.05265974750383856,4,0.12873549858720884,0.04004573255123227,4,0.13451887881771019,0.045222036128966143,4,0.9453768879175186,0.07624688976070222,4,0.27123603969812393,0.011268499813946939,4,0.35498886555433273,0.015070524884976294,4,0.2974534321600794,0.031929433982375556,4,0.22321662351366073,0.03946565475295033,4,0.08457890799094059,0.021217045475852153,4,0.08924316086963713,0.01877488657844793,4,0.9138212949037552,0.10792490246210362,4,55.25,12.526638282742368,4,0.9453768879175186,0.07624688976070222,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,1340,HepG2,0.261455200612545,0.006717521924523476,4,0.340344101190567,0.010843680433552567,4,0.4317935830143605,0.016147038780260914,4,0.35479260628927517,0.01981453240454305,4,0.1841607370940948,0.013630758810829431,4,0.18664124347840788,0.01404774959873071,4,0.8152304589748383,0.013620574193194094,4,0.2744453176856041,0.006148000714563927,4,0.3587900847196579,0.007935547130706393,4,0.381756687512095,0.060157651591181284,4,0.2624561700006113,0.04381220747056067,4,0.14096152459158137,0.042348322867352746,4,0.14845237574393183,0.045290231825704644,4,0.9088220298290253,0.07756790123335028,4,0.269973948597908,0.011002651801108355,4,0.3531435504555702,0.01573964740346898,4,0.3104960478717757,0.037348203179168406,4,0.2270939523798496,0.0371628815824227,4,0.09412504690121962,0.024849719135278163,4,0.09745396195452635,0.023046598441929782,4,0.8805135786533356,0.09359856278356232,4,43.25,6.1846584384264895,4,0.9088220298290253,0.07756790123335028,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,1340,K562,0.26163073629140854,0.006429764304425615,4,0.3410503789782524,0.01062273616945912,4,0.4294321527015475,0.019002416061185495,4,0.35086368527697387,0.017895007110529475,4,0.18073936775047142,0.01392482360869165,4,0.18468279263600704,0.016298063254763216,4,0.8186492919921875,0.013914514074909592,4,0.27393630892038345,0.006032592220297429,4,0.3584100976586342,0.0076926789874654095,4,0.3837932924615137,0.05787667668652301,4,0.2614365710332951,0.04821712163519933,4,0.14283771439544096,0.04019826912821922,4,0.14980957361665626,0.04365068887211561,4,0.9068824201822281,0.07674782941840355,4,0.27007197588682175,0.011556635446295885,4,0.35333629697561264,0.016372361918762887,4,0.3080657335788214,0.0434492957325944,4,0.2238417603672365,0.03863824523065736,4,0.0931563707053964,0.028934524785079574,4,0.0963203771802012,0.026420577717229797,4,0.8816974312067032,0.09800380097838346,4,45.5,5.744562646538029,4,0.9068824201822281,0.07674782941840355,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,1340,SKNSH,0.2619761601090431,0.006180967563948808,4,0.3413562849164009,0.009705915457137872,4,0.42850542608154085,0.014571988718448491,4,0.35670753148241346,0.0221860401191045,4,0.17921965423749436,0.009805054049318076,4,0.18377615732273078,0.012529116707516715,4,0.8201679140329361,0.00979766962701453,4,0.2753906771540642,0.007129444353658241,4,0.3594978600740433,0.0085730919636303,4,0.376738539446428,0.06025313068189559,4,0.2630499122489759,0.05114773612182915,4,0.1377189584687072,0.039694312261395324,4,0.14465475692195498,0.045317096588102276,4,0.9127865582704544,0.08396277998983688,4,0.26902100443840027,0.010925627272046276,4,0.35249219834804535,0.015898056852570463,4,0.31472621420401714,0.037176621887033856,4,0.2314892544830072,0.042776559029735296,4,0.0974965305577202,0.024714083534611356,4,0.1000891658183915,0.023094025455875446,4,0.8772973120212555,0.09411774491772225,4,54.25,7.2743842809317325,4,0.9127865582704544,0.08396277998983688,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,2011,HepG2,0.2606312930583954,0.002465755021086877,4,0.33869916945695877,0.0038150767297633293,4,0.4344796941575159,0.012152669919740912,4,0.3470683667507567,0.009692050189491324,4,0.18615365383247132,0.011884859582944603,4,0.1888833701748422,0.010440566537856289,4,0.8134416490793228,0.011878994711724536,4,0.27293112128973007,0.0064444204256234984,4,0.35675473511219025,0.0074489702535456325,4,0.3913588731397031,0.05366440389748334,4,0.26505680238706564,0.042540686293888415,4,0.15073896691731767,0.039345818822639274,4,0.15532166876943235,0.041878948672692484,4,0.9039025157690048,0.06400011463625523,4,0.26997505873441696,0.0114150079432624,4,0.35275932401418686,0.015183572110029188,4,0.31526918878515475,0.03288360518249724,4,0.2260457970716709,0.039822086059249674,4,0.09603293847202057,0.02352318102804443,4,0.10020566001459832,0.020743586206091014,4,0.8849184513092041,0.09388715363643389,4,38.75,7.588368291888141,4,0.9039025157690048,0.06400011463625523,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,2011,K562,0.2603597715497017,0.004274379471711997,4,0.3387853056192398,0.005760451834239854,4,0.433800220052884,0.026522153594493433,4,0.3491494430429669,0.02060573137605544,4,0.18567686074537804,0.022162916922605243,4,0.18871019939139802,0.02294336793226455,4,0.8139181882143021,0.022151904541318313,4,0.2731254920363426,0.006349060357666975,4,0.3569090738892555,0.008085439055932368,4,0.3915607003809848,0.04839814128928709,4,0.2657519504044331,0.03952876016912039,4,0.15020576145326844,0.034673016725733016,4,0.1550765671430407,0.037829982996791287,4,0.9047066867351532,0.0652763787065798,4,0.2691168487071991,0.011496502669554943,4,0.35233232378959656,0.015824571875951873,4,0.3169415808318722,0.036240817257791734,4,0.23677815732654015,0.039535524485713236,4,0.09830315578965093,0.02480208816294229,4,0.10143701328684065,0.02286892337677665,4,0.8829927742481232,0.09794129166938959,4,44.5,15.459624833740307,4,0.9047066867351532,0.0652763787065798,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.15,0.15,False,False,B2_with_RC,,0.0002,1e-05,random,branched_only,1,2011,SKNSH,0.2608697712421417,0.002533665007671412,4,0.33937734365463257,0.00228145205491889,4,0.42845221603575967,0.027471600791596617,4,0.34473224055567236,0.021400243716832856,4,0.18264808246451958,0.023640059479988207,4,0.1841373180634929,0.02368500349017616,4,0.8169454783201218,0.02362836940013625,4,0.27303004264831543,0.006151003553677028,4,0.35678916424512863,0.008217580764917878,4,0.3906734013858908,0.053432757821245895,4,0.27554374468979415,0.03746046902676043,4,0.15063225531668867,0.03947038217413354,4,0.15476700125670928,0.04172421235308713,4,0.9043137282133102,0.06946472553479109,4,0.2691071778535843,0.012128615674702761,4,0.35194131731987,0.016092725680960675,4,0.3220775502116908,0.03543324047809537,4,0.24351750772233532,0.04491738419557649,4,0.10034005027284781,0.025607743420370515,4,0.10467558424844811,0.022862886813674377,4,0.8810159415006638,0.0976978162193644,4,49.25,18.136059844041835,4,0.9043137282133102,0.06946472553479109,4,179761.0,0.0,4,179761.0,0.0,4
