setting,b_cap,head_lr,backbone_lr,train_sampling_mode,unfreeze_scope,train_threshold,train_size,init_head,train_mae_mean,train_mae_std,train_mae_count,train_rmse_mean,train_rmse_std,train_rmse_count,train_pearson_mean,train_pearson_std,train_pearson_count,train_spearman_mean,train_spearman_std,train_spearman_count,train_r2_mean,train_r2_std,train_r2_count,train_pearson_sq_mean,train_pearson_sq_std,train_pearson_sq_count,train_loss_standardized_mean,train_loss_standardized_std,train_loss_standardized_count,val_mae_mean,val_mae_std,val_mae_count,val_rmse_mean,val_rmse_std,val_rmse_count,val_pearson_mean,val_pearson_std,val_pearson_count,val_spearman_mean,val_spearman_std,val_spearman_count,val_r2_mean,val_r2_std,val_r2_count,val_pearson_sq_mean,val_pearson_sq_std,val_pearson_sq_count,val_loss_standardized_mean,val_loss_standardized_std,val_loss_standardized_count,test_mae_mean,test_mae_std,test_mae_count,test_rmse_mean,test_rmse_std,test_rmse_count,test_pearson_mean,test_pearson_std,test_pearson_count,test_spearman_mean,test_spearman_std,test_spearman_count,test_r2_mean,test_r2_std,test_r2_count,test_pearson_sq_mean,test_pearson_sq_std,test_pearson_sq_count,test_loss_standardized_mean,test_loss_standardized_std,test_loss_standardized_count,best_epoch_mean,best_epoch_std,best_epoch_count,best_val_loss_standardized_mean,best_val_loss_standardized_std,best_val_loss_standardized_count,initial_trainable_params_mean,initial_trainable_params_std,initial_trainable_params_count,final_trainable_params_mean,final_trainable_params_std,final_trainable_params_count
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,322,SKNSH,0.19528743997216225,0.014703033475086889,4,0.2643960416316986,0.02071728389511341,4,0.3640293857720411,0.1605072261280779,4,0.2746011176562707,0.14872983015404456,4,0.14250179826215761,0.1432232028827792,4,0.15183932093506694,0.14013429615338016,4,0.8548351377248764,0.14277837950648392,4,0.2506497763097286,0.0026349833113569576,4,0.3330612853169441,0.004247128188411691,4,0.3341420220820944,0.032600197493220955,4,0.28361355773151564,0.0049962898974703586,4,0.11071523480096246,0.022533415401951164,4,0.11244797057855861,0.022841959648044592,4,1.347969800233841,0.0627782456382847,4,0.2122793085873127,0.006662974403630124,4,0.2804059013724327,0.008821925398614117,4,0.34302782126074305,0.07108569792078659,4,0.2657799933984682,0.027862155584040968,4,0.11750049054885167,0.054616804218626185,4,0.12145796849555626,0.053781218361628816,4,0.9565456807613373,0.07782801672522267,4,11.25,15.840349322747484,4,1.347969800233841,0.0627782456382847,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,643,HepG2,0.190474271774292,0.004844317734994215,4,0.25665291398763657,0.007117424227419348,4,0.5331888156554341,0.0355506331786436,4,0.3895228652226328,0.03758129731607509,4,0.2834813650241337,0.03851450023443132,4,0.28523819877959633,0.03777501632804993,4,0.7154043167829514,0.038454610231121414,4,0.24352718517184258,0.0006764202505453534,4,0.3229945972561836,0.0013963542498261503,4,0.4057441941530344,0.00879873880473283,4,0.30916307236978635,0.016344766583917317,4,0.16374988435594556,0.007218396097447856,4,0.1646864144423107,0.007198983605558621,4,1.1326309442520142,0.022495407638505178,4,0.2080116644501686,0.0018545528126562366,4,0.27221260964870453,0.002015534215096362,4,0.4209943093556124,0.01139123773808595,4,0.29494601419891486,0.013362007427048402,4,0.16890199697977992,0.01229698747605347,4,0.17733352873271327,0.009590232043855665,4,0.804381400346756,0.009622752241278835,4,24.75,4.9916597106239795,4,1.1326309442520142,0.022495407638505178,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,643,K562,0.19093187153339386,0.004491695796842685,4,0.25796280056238174,0.004322541882016883,4,0.5279770600368562,0.03750190408412044,4,0.3804191864400729,0.049105526999909235,4,0.27588817296961077,0.03859931838791446,4,0.27981457053261294,0.039725587942399,4,0.7229857295751572,0.03853935891366003,4,0.24301691725850105,0.0008998622181051637,4,0.322905994951725,0.0006957156671745432,4,0.4067032345529219,0.0045622680981943714,4,0.30345178253697325,0.018218710465212166,4,0.16421739631318463,0.003604709403693086,4,0.16542313171345888,0.003693385564076415,4,1.1320975124835968,0.027075321908183122,4,0.20147638395428658,0.0012300993657009755,4,0.26811353117227554,0.001310033248226706,4,0.44368312324850634,0.006870177651222886,4,0.3252577461256817,0.01300877090928893,4,0.19376224978524553,0.007871596731372348,4,0.1968901133612688,0.006103849694634051,4,0.7804698050022125,0.01806195410861729,4,27.0,4.0824829046386295,4,1.1320975124835968,0.027075321908183122,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,643,SKNSH,0.19033988192677498,0.0025289171811833503,4,0.2568645104765892,0.004091345303826089,4,0.5335686593376499,0.018494241093369074,4,0.3972191217760666,0.019056873787189912,4,0.2825757982510484,0.020591331916593323,4,0.28495204194259177,0.019725107316253675,4,0.7163084596395493,0.020559254815253346,4,0.24527909979224205,0.0008996383029364511,4,0.32520652562379837,0.0010047029778968975,4,0.39341088316893336,0.005366691398438308,4,0.2985894927651869,0.005870075569076585,4,0.15226288990285408,0.005230915024209199,4,0.15479372402818467,0.004247556102674685,4,1.1482174396514893,0.023586424333539992,4,0.2007380574941635,0.0008457552860318597,4,0.26582589000463486,0.001034038360800871,4,0.4588559590540155,0.0051862070987558385,4,0.327667990545812,0.007482013373478658,4,0.20746695832954737,0.006169144559152192,4,0.21056896371743372,0.004758123436138184,4,0.7671514004468918,0.01367108621565964,4,29.75,3.304037933599835,4,1.1482174396514893,0.023586424333539992,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,1125,HepG2,0.2355843037366867,0.0036204130475397376,4,0.31201259791851044,0.004230949596544695,4,0.4668419120883617,0.029206896879878715,4,0.35386584507352575,0.038216493733900195,4,0.2147760797059419,0.026032202985903728,4,0.21858115300133155,0.026590448719211707,4,0.7845260053873062,0.026009157763963602,4,0.24429214000701904,0.0008862586837454453,4,0.32489926367998123,0.0009404428752391961,4,0.3954028504538122,0.004347039252410016,4,0.3008739854139982,0.012815348831095533,4,0.15386476749918473,0.004899922172911812,4,0.15635758670969627,0.003439281913313584,4,0.8505074381828308,0.012712785043834095,4,0.20500962436199188,0.0018554390718399896,4,0.27071429044008255,0.0020188484450218854,4,0.42615120931680506,0.011689105443275654,4,0.31412864003425456,0.01271187329462822,4,0.1780254042986573,0.012227810367370704,4,0.18170732959172342,0.01004649462258383,4,0.5904296189546585,0.006002508407781235,4,12.75,1.7078251276599332,4,0.8505074381828308,0.012712785043834095,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,1125,K562,0.23727983236312866,0.0039038745924101725,4,0.31378864496946335,0.004242639534086789,4,0.4550399258802058,0.027511619738349397,4,0.3334180425238304,0.02992573904984643,4,0.2058705510135571,0.02369774309011332,4,0.2076290010605338,0.024430945465798656,4,0.7934235632419586,0.023676785441230613,4,0.24437480047345161,0.000983660447863816,4,0.32394687086343765,0.0013408688060775405,4,0.4008961791772132,0.008569174789552002,4,0.30424201183360083,0.016901759856620242,4,0.15881259410079748,0.006960335344284329,4,0.16077281954631867,0.006866800763856042,4,0.8455058485269547,0.011025359680190755,4,0.20193719863891602,0.0013850541902847252,4,0.26870977133512497,0.0015629138742665255,4,0.4394769364759206,0.010087065175117673,4,0.3076904174520563,0.01205830843840033,4,0.19016633159764515,0.009394426745531976,4,0.1932162893571457,0.008946596956831967,4,0.5817376673221588,0.007114412436233171,4,13.5,1.2909944487358054,4,0.8455058485269547,0.011025359680190755,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,1125,SKNSH,0.23717107623815536,0.0031394022354542064,4,0.3133402243256569,0.005063025183804908,4,0.4596917021689746,0.039430666482816346,4,0.33636146290837615,0.061234459752718844,4,0.207960860627587,0.032291581425398716,4,0.2124825441374686,0.035265038065310214,4,0.7913350909948349,0.032262952544698145,4,0.24577658623456955,0.0010844901502822801,4,0.32686490565538406,0.0021145987540665927,4,0.38122367782949085,0.01473338963050841,4,0.2891566315057279,0.012086034712990204,4,0.14357407375566364,0.011103827084585587,4,0.14549429711534673,0.011053202273276285,4,0.860879972577095,0.018245279489159542,4,0.20305008068680763,0.0016965020661949793,4,0.2683802917599678,0.0014644017633558596,4,0.4400628719555312,0.009083533290924529,4,0.30378235014225885,0.010071718389346226,4,0.19215347252842815,0.008827482998827746,4,0.19371721420653573,0.007958025186448916,4,0.5803556591272354,0.010764790764021304,4,13.75,2.8722813232690143,4,0.860879972577095,0.018245279489159542,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,1608,HepG2,0.2535841315984726,0.007645524572833793,4,0.33250759541988373,0.01083235127979204,4,0.44374843724746255,0.030322577081765577,4,0.3318326002682862,0.03069484346337052,4,0.1949807779682479,0.028128304794909437,4,0.19760226957022492,0.027786389619661876,4,0.8045185655355453,0.028110832689281127,4,0.24465858563780785,0.0006885637516051271,4,0.32469315826892853,0.000712493816433619,4,0.39742684315298,0.00477616490279737,4,0.30118648965857414,0.01529516569269994,4,0.1549402205867308,0.0037090137406021197,4,0.1579652044719274,0.0037847457679267794,4,0.7678203135728836,0.028975013525053665,4,0.20398258790373802,0.0017680394203037377,4,0.2696322426199913,0.0010002385881046822,4,0.43401291561353483,0.006485823756569619,4,0.3207552569256405,0.01590367423138655,4,0.18460875802507262,0.006050443645002827,4,0.18839876035171227,0.005632125266228997,4,0.5295952558517456,0.023577836316877984,4,10.5,3.1091263510296048,4,0.7678203135728836,0.028975013525053665,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,1608,K562,0.25346383824944496,0.004784027108678476,4,0.33180105686187744,0.008313592837972044,4,0.4480690121249328,0.012803140906464512,4,0.33736288607915293,0.017134985775974814,4,0.1984331443714405,0.012263781151171743,4,0.20088877993941623,0.011444090848660491,4,0.8010683655738831,0.012256149227755203,4,0.24524089694023132,0.0016259951476207501,4,0.32381467521190643,0.002314501373723363,4,0.4046159847259357,0.01572523927058635,4,0.31277942250065627,0.010471088443914403,4,0.15947759360131816,0.011983038693819848,4,0.16389955745832652,0.012783226624068066,4,0.763422280550003,0.019588971019489466,4,0.20151960477232933,0.0006986136475451034,4,0.26817280799150467,0.0017279311202921723,4,0.44498977300317694,0.008803513205260868,4,0.31963588160258594,0.011949369956385299,4,0.19339508720899443,0.010394802444050652,4,0.19807402446098532,0.00778852985977765,4,0.5238668397068977,0.023358698216622044,4,12.0,1.414213562373095,4,0.763422280550003,0.019588971019489466,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,1608,SKNSH,0.2516121156513691,0.00843715075064989,4,0.32897403836250305,0.011707046242964892,4,0.4638029875730309,0.03787751884110539,4,0.36284264332300686,0.03872409306178033,4,0.21189762481692254,0.035047736771412784,4,0.21618924110683774,0.03620143512981217,4,0.7876122891902924,0.035025943238951814,4,0.24590438604354858,0.00040807992722100884,4,0.3258143439888954,0.0015009371998270424,4,0.3906670024012145,0.012776060095653302,4,0.2945426120925699,0.016672994481878492,4,0.14908358976340902,0.007840432833001577,4,0.15274312754882635,0.0099188437194541,4,0.7730663567781448,0.027185031540510093,4,0.20291484519839287,0.001492554333869084,4,0.2677534744143486,0.0011616400487107438,4,0.44600451682352144,0.009114498237206234,4,0.31792996439341425,0.020953747903919705,4,0.19592923540157273,0.006983100510596735,4,0.19898233458556983,0.008125362704334595,4,0.52225261926651,0.023697583708686215,4,13.5,4.123105625617661,4,0.7730663567781448,0.027185031540510093,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,2411,HepG2,0.26519598811864853,0.0020562028531490657,4,0.34507185965776443,0.003148919595573859,4,0.42823934937885466,0.0134198330587543,4,0.3224884099629053,0.015844617849220526,4,0.18107804900165986,0.011038752864268291,4,0.18352400929591836,0.011548609349965511,4,0.8185822516679764,0.011034179506091554,4,0.24417217448353767,0.0004451528653526714,4,0.3241801857948303,0.00047656300854518675,4,0.40246412376569907,0.006376974603379946,4,0.3146688600749453,0.009183280317397478,4,0.15760998179702304,0.002476867889714345,4,0.16200787027231106,0.005150797261818459,4,0.7225169390439987,0.010628874133490738,4,0.2039940319955349,0.0003328941805450214,4,0.2691529840230942,0.0005169227296893745,4,0.438866863858125,0.002389717107787498,4,0.32963763705900734,0.014192623413191479,4,0.18751095721689337,0.003120889390284159,4,0.19260840725355743,0.0020963424236078803,4,0.4980577081441879,0.007987788162983558,4,8.75,1.2583057392117913,4,0.7225169390439987,0.010628874133490738,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,2411,K562,0.2626614570617676,0.005346961879311737,4,0.3418542966246605,0.007597841223137215,4,0.44639127540747237,0.030211661771227256,4,0.3436019500486472,0.021582326946090625,4,0.1962663185289452,0.026061217013360602,4,0.19994972914014408,0.02620241129682048,4,0.8034002631902695,0.026050356703305362,4,0.24488505348563194,0.0009876967715157585,4,0.32463838160037994,0.001478150396640132,4,0.3985903540409373,0.010932210937900757,4,0.3048753150604986,0.009650096835047639,4,0.1552152634491474,0.00768931920723128,4,0.1589639052614728,0.008718449884204966,4,0.7245076298713684,0.0055106780353509285,4,0.20203978940844536,0.0009540926229141156,4,0.26787207275629044,0.001035411034808469,4,0.4461947605352373,0.009305533763840173,4,0.33016906238192933,0.017060642256915736,4,0.19521915897071704,0.006230124018395936,4,0.19915470904807026,0.008257327361988503,4,0.4932938739657402,0.004775352423147777,4,11.25,2.217355782608345,4,0.7245076298713684,0.0055106780353509285,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,2411,SKNSH,0.26630156487226486,0.0018392459194857412,4,0.3458852767944336,0.0027015209370054227,4,0.4226053303722989,0.0044714331745329666,4,0.31872710152339445,0.013181416388667384,4,0.17724873945453293,0.00380446774959796,4,0.17861026054505566,0.0037828794966941527,4,0.8224099278450012,0.0038029416562436755,4,0.24491606652736664,0.00035283479413286516,4,0.3252629190683365,0.0007513729086313907,4,0.39558906430695306,0.007453837647158497,4,0.2996896005481087,0.008865357777162262,4,0.15197157582641474,0.003917724035650866,4,0.15653237757100327,0.005877010628661556,4,0.7273456305265427,0.010336879701349899,4,0.20330584421753883,0.0012821592966235158,4,0.2678370624780655,0.0009552906485676969,4,0.44636282961739737,0.005481861538480163,4,0.32356691497704215,0.011555788055645135,4,0.1954308649435395,0.005747316456803764,4,0.19926231376849501,0.004870689437494684,4,0.4931739494204521,0.00580012590676004,4,9.0,0.816496580927726,4,0.7273456305265427,0.010336879701349899,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,3215,HepG2,0.27496034651994705,0.0021393180729277214,4,0.35695547610521317,0.003066448048576699,4,0.3935244316608812,0.018912207146358256,4,0.3018613628442362,0.016694582041000095,4,0.1538605832523061,0.014528474164049265,4,0.15512973199837962,0.014909143284895812,4,0.8458761870861053,0.014523953474176086,4,0.24568141624331474,0.0004890613775759473,4,0.32607147097587585,0.0005179239449079004,4,0.3910994954509619,0.0045376210291351625,4,0.31334932282590894,0.002471470622552522,4,0.1477519781643957,0.002707133681598079,4,0.15297425784545002,0.0035512874131059303,4,0.7057991623878479,0.0022419503553464536,4,0.20296573638916016,0.00015818940732836403,4,0.268577478826046,0.0005172048091522774,4,0.4434247251982238,0.0038552729196508046,4,0.3407922501753083,0.009153087669816156,4,0.1909817993833578,0.0031153644982235104,4,0.196636634264084,0.003418920967330242,4,0.47884514182806015,0.0018439434806618456,4,7.0,1.8257418583505538,4,0.7057991623878479,0.0022419503553464536,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,3215,K562,0.2727090194821358,0.0020993058750177593,4,0.3538738340139389,0.002833536122733621,4,0.41310895170738754,0.016367611529490293,4,0.3204687492478381,0.01905480408845124,4,0.16841321149057442,0.013311648596185813,4,0.17085993001116187,0.013541729559529812,4,0.8313281238079071,0.013307509594992864,4,0.24544182419776917,0.00044969893693807644,4,0.32498566806316376,0.0006346632596657104,4,0.39672182586895044,0.0059103087871950405,4,0.3192823413670915,0.002174321431491614,4,0.15341759995601645,0.0033079904637069854,4,0.15741440593326383,0.00469216582545083,4,0.7011070847511292,0.002739568279410485,4,0.20191098749637604,0.000981638376995072,4,0.2675515487790108,0.0011623250336141252,4,0.44796181549593556,0.006608630659649692,4,0.3429911769915574,0.011859012824636915,4,0.19714154954348298,0.0069668538587569105,4,0.20070254364181134,0.0059357671125972716,4,0.47519928961992264,0.004123570742129766,4,9.5,1.7320508075688772,4,0.7011070847511292,0.002739568279410485,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,conv3_plus,1,3215,SKNSH,0.2738722190260887,0.001511389377283006,4,0.35483529418706894,0.0019510870235222686,4,0.4071818668640495,0.011739024366901227,4,0.3174174319016976,0.011738542155105888,4,0.16390953491570584,0.009190025468625638,4,0.16590042622270754,0.009585229094026385,4,0.8358304351568222,0.009187159278670939,4,0.2447652481496334,0.0003391479536108855,4,0.3253900110721588,0.00023261460947046828,4,0.39326257637304773,0.0014102348800011696,4,0.308523081510581,0.006474390493285306,4,0.1513117726926661,0.001213330159523551,4,0.15465694554737977,0.001108418357902257,4,0.7028510868549347,0.001004821530074798,4,0.20242637768387794,0.0008249919305282234,4,0.26725491881370544,0.00046952272640626727,4,0.448736877154525,0.003199586721691711,4,0.3423576661334745,0.007439212683014001,4,0.1989302760061965,0.002815809139017569,4,0.20137246293478747,0.002869534523395739,4,0.47414054721593857,0.001666661632913328,4,8.75,0.957427107756338,4,0.7028510868549347,0.001004821530074798,4,179761.0,0.0,4,3063361.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,full,1,161,HepG2,0.1891777068376541,0.02158052746177271,4,0.25876234471797943,0.021532624997632633,4,0.40439730385050243,0.1608585013252968,4,0.3089608203290617,0.1556452808317925,4,0.1406332306332951,0.1591119276337833,4,0.18294377244802099,0.1481601190775479,4,0.8540290594100952,0.15812362269822788,4,0.25162138044834137,0.00024031517724729397,4,0.33380018174648285,0.0003788994621486603,4,0.33060089992560826,0.003824219471537907,4,0.27696435201939523,0.0031350612679314593,4,0.10687316760085241,0.0020272952622400722,4,0.10930792352254692,0.0025289104262848448,4,1.4108368456363678,0.08571559205709976,4,0.2208060808479786,0.0014971052597494005,4,0.28849075734615326,0.001879392811585674,4,0.29240292919942085,0.01385577039734117,4,0.2509645487975726,0.0076732212591136524,4,0.06654037356409939,0.012145835164752204,4,0.08564345978437939,0.008183474571632153,4,1.0539452731609344,0.06747966434555974,4,8.5,8.426149773176359,4,1.4108368456363678,0.08571559205709976,4,179761.0,0.0,4,3747661.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,full,1,161,K562,0.18833662569522858,0.016802114224823222,4,0.2574358135461807,0.019331269609000064,4,0.3960129308692659,0.15773530772775668,4,0.30316148170242374,0.12353345143926152,4,0.1508338909511804,0.14253238346893932,4,0.1754865618936436,0.13963142016958174,4,0.8438917994499207,0.14164703989885685,4,0.2528166100382805,0.0009456776389059069,4,0.3321142941713333,0.0010013761705303156,4,0.34236976778610184,0.008021574174160105,4,0.24902845292294332,0.0059399940184416055,4,0.11586688839053255,0.005333866410381766,4,0.11726531713308296,0.005491511259947687,4,1.3965842425823212,0.08441864065029817,4,0.2127191312611103,0.0017178397457912763,4,0.2820809856057167,0.0014022162960738035,4,0.3377860760278685,0.011539185920221474,4,0.29589436232713995,0.012987907246715917,4,0.10757124873669738,0.008853595000088671,4,0.11419929776708101,0.007914572726309372,4,1.007825642824173,0.06820763599243951,4,9.5,9.03696114115064,4,1.3965842425823212,0.08441864065029817,4,179761.0,0.0,4,3747661.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,full,1,161,SKNSH,0.1838483177125454,0.017546342861562488,4,0.2509213909506798,0.015910398963376145,4,0.44610318754350126,0.17015019559402525,4,0.34184991526369124,0.1939061762749256,4,0.19075774825177413,0.14977988417028323,4,0.22072137073198606,0.1517101360728445,4,0.8042159080505371,0.1488494973638859,4,0.2518490254878998,0.0009442986811240401,4,0.33447403460741043,0.0017875428632732687,4,0.32498614092075817,0.012409220858549648,4,0.2837558832334577,0.001621533916827431,4,0.10324522146955273,0.009576810805355215,4,0.10573148336230409,0.008178514213139764,4,1.4173125326633453,0.10173350465604393,4,0.21531501412391663,0.002366259263743597,4,0.28332872688770294,0.0037064581536803633,4,0.32453424779642903,0.029780084711995416,4,0.2605253266992514,0.01481438455735101,4,0.09955983344194161,0.023483475623279883,4,0.10598761807688421,0.020048348564807358,4,1.0177421271800995,0.08679288578165023,4,12.25,9.105858919765158,4,1.4173125326633453,0.10173350465604393,4,179761.0,0.0,4,3747661.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,full,1,322,HepG2,0.1828482374548912,0.015587470479713515,4,0.24818908795714378,0.019677033326020027,4,0.5021953847773104,0.13842954385392803,4,0.4003855661976667,0.11232282737167228,4,0.24460474726671294,0.13719228932491842,4,0.26657225845033583,0.12096920482160184,4,0.753049299120903,0.13676625966332343,4,0.25029265135526657,0.001053065571242073,4,0.33200760930776596,0.0011487762554257298,4,0.3449705374614936,0.008818623751607248,4,0.2833088413948842,0.004913119879996407,4,0.11643287379065545,0.006124054737590851,4,0.11906299781012605,0.006012066228895126,4,1.3388815820217133,0.037310924330175445,4,0.21811212971806526,0.002965628005496248,4,0.2848164439201355,0.0037970640350074767,4,0.32654577881895475,0.029433812616340743,4,0.271254892721992,0.012988314780955126,4,0.09007438504405743,0.024393123065826534,4,0.1072819076583281,0.018567376863825247,4,0.9857371300458908,0.04686514590581903,4,11.5,6.3508529610858835,4,1.3388815820217133,0.037310924330175445,4,179761.0,0.0,4,3747661.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,full,1,322,K562,0.17318252101540565,0.005110005518719171,4,0.23722243309020996,0.005225755755522951,4,0.5671904947161227,0.027210473864482887,4,0.45712113138312743,0.04938928341307128,4,0.3142293418731939,0.0318879496955049,4,0.32226036471226727,0.030424336356399143,4,0.6836409121751785,0.03178892081555105,4,0.25058887898921967,0.0006109548295474358,4,0.3296685069799423,0.0006384644039676038,4,0.3639637720688596,0.004614067887809274,4,0.26497426324721624,0.011224159123879751,4,0.12884443423938324,0.0033743370133933553,4,0.1324855945954478,0.003359562529949006,4,1.3200775384902954,0.036106548080194596,4,0.2096795029938221,0.0019431666595149514,4,0.2772180140018463,0.0014596611597219812,4,0.38355725793024215,0.010798605209144826,4,0.3240443291744305,0.01159069786476497,4,0.1380743288817883,0.00909939644465556,4,0.14720362751681354,0.008245347717155859,4,0.9335179328918457,0.02975588552011478,4,16.75,2.6299556396765835,4,1.3200775384902954,0.036106548080194596,4,179761.0,0.0,4,3747661.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,full,1,322,SKNSH,0.16993700712919235,0.025557566437454108,4,0.2356615997850895,0.02709255650702139,4,0.5518918254974081,0.1702700894005825,4,0.4762037726544591,0.17739415110779141,4,0.3156952253807127,0.16820161454599608,4,0.3263285145592234,0.16441438262961278,4,0.6821795552968979,0.16767927621932602,4,0.2495950311422348,0.0020149918058005568,4,0.3315322920680046,0.002701384640784699,4,0.35545498412349963,0.026129987906844628,4,0.2958238898637534,0.007635540503382086,4,0.11892497717444014,0.014392135041597082,4,0.12686032793924626,0.01811491862069261,4,1.3353013396263123,0.04980833008177559,4,0.21229879930615425,0.0025562468225903486,4,0.27829068899154663,0.0045960330054286595,4,0.3757711309846258,0.04616220278112538,4,0.2799860337328527,0.019391754435511655,4,0.13123150338172113,0.02891574808245769,4,0.14280215460566908,0.032944764980988375,4,0.9410915523767471,0.04711296904367295,4,18.5,12.013880860626733,4,1.3353013396263123,0.04980833008177559,4,179761.0,0.0,4,3747661.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,full,1,643,HepG2,0.18351273238658905,0.0024377216183665965,4,0.24817189574241638,0.003953015233113928,4,0.5789630780870691,0.014708787465433063,4,0.4318121904370448,0.014595776475433428,4,0.3303273789933795,0.01835597265789319,4,0.33536050710958115,0.01717755426545115,4,0.6686311364173889,0.018327380573236022,4,0.24756542220711708,0.000978013632141757,4,0.3276849761605263,0.0007032521518764445,4,0.3824315924075832,0.003538292043882518,4,0.28488427130338095,0.013679861995098245,4,0.13929538466614239,0.0036955210760124184,4,0.14626331250434066,0.002709777487039427,4,1.1657434105873108,0.020693404682851108,4,0.21232585236430168,0.0016433924148648942,4,0.2770262509584427,0.0015822698265568948,4,0.3974705767906346,0.01489781629919467,4,0.28356832508256885,0.010351978169834958,4,0.1392631956247502,0.009850191304730553,4,0.15814931811214314,0.01188668194438946,4,0.833110511302948,0.011569343346345608,4,13.75,2.217355782608345,4,1.1657434105873108,0.020693404682851108,4,179761.0,0.0,4,3747661.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,full,1,643,K562,0.18302344530820847,0.009569286739322315,4,0.2487742081284523,0.010734406976842444,4,0.5748825122302462,0.044154420091619406,4,0.42386280113368735,0.04726877135511504,4,0.3266265577551487,0.05074761096599331,4,0.33195211247837964,0.051065092962081574,4,0.6723262220621109,0.05066865040312553,4,0.2462974637746811,0.000810510319399212,4,0.3253016397356987,0.0009890342543570946,4,0.3937371411361803,0.0059139260177161895,4,0.2841201704306529,0.015138271442445526,4,0.15176712872710896,0.005160100953720194,4,0.15505516720079965,0.0046711907599071515,4,1.1489726603031158,0.028536417043656184,4,0.20441355556249619,0.0014580972685413187,4,0.2721049562096596,0.001053966782392981,4,0.4206184642710606,0.009810538479969065,4,0.3251072484152877,0.010286208436268733,4,0.16958402711620266,0.006435762503953348,4,0.1769920774846957,0.008163994239960809,4,0.8039148449897766,0.019984192202465438,4,15.75,4.9916597106239795,4,1.1489726603031158,0.028536417043656184,4,179761.0,0.0,4,3747661.0,0.0,4
B1_no_RC,,0.0005,1e-05,hq_first,full,1,643,SKNSH,0.1780688278377056,0.008845227500150906,4,0.2433130368590355,0.011297614798631372,4,0.6013669140223028,0.04533023220952423,4,0.476613473347913,0.04646658553605907,4,0.35579715054108685,0.05240894649736311,4,0.3631832877448348,0.05395722799281882,4,0.6432009935379028,0.05232743831880995,4,0.2475544773042202,0.0014759237690694133,4,0.32799383997917175,0.001397469554923213,4,0.37989019695657666,0.007404321285791347,4,0.2967241281197357,0.01008396639453849,4,0.13766325717436034,0.007361614543379576,4,0.14435767972398403,0.005578141585000705,4,1.1678947508335114,0.01792000972817692,4,0.20397411659359932,0.002525044497991439,4,0.2694573327898979,0.0029533477923792562,4,0.4401849244679411,0.017908812706889207,4,0.3033925491486479,0.011301607798712442,4,0.18560133554712083,0.017899549696708466,4,0.19400331190827483,0.015619607229775855,4,0.7881405502557755,0.009245640907683183,4,18.25,3.403429642777023,4,1.1678947508335114,0.01792000972817692,4,179761.0,0.0,4,3747661.0,0.0,4
