split_strategy,split_pool,split_val_fraction,split_test_fraction,val_is_fixed_across_seeds,test_is_fixed_across_seeds,setting,b_cap,head_lr,backbone_lr,frozen_epochs,train_sampling_mode,unfreeze_scope,train_threshold,train_size,init_head,train_mae_mean,train_mae_std,train_mae_count,train_rmse_mean,train_rmse_std,train_rmse_count,train_pearson_mean,train_pearson_std,train_pearson_count,train_spearman_mean,train_spearman_std,train_spearman_count,train_r2_mean,train_r2_std,train_r2_count,train_pearson_sq_mean,train_pearson_sq_std,train_pearson_sq_count,train_loss_standardized_mean,train_loss_standardized_std,train_loss_standardized_count,val_mae_mean,val_mae_std,val_mae_count,val_rmse_mean,val_rmse_std,val_rmse_count,val_pearson_mean,val_pearson_std,val_pearson_count,val_spearman_mean,val_spearman_std,val_spearman_count,val_r2_mean,val_r2_std,val_r2_count,val_pearson_sq_mean,val_pearson_sq_std,val_pearson_sq_count,val_loss_standardized_mean,val_loss_standardized_std,val_loss_standardized_count,test_mae_mean,test_mae_std,test_mae_count,test_rmse_mean,test_rmse_std,test_rmse_count,test_pearson_mean,test_pearson_std,test_pearson_count,test_spearman_mean,test_spearman_std,test_spearman_count,test_r2_mean,test_r2_std,test_r2_count,test_pearson_sq_mean,test_pearson_sq_std,test_pearson_sq_count,test_loss_standardized_mean,test_loss_standardized_std,test_loss_standardized_count,best_epoch_mean,best_epoch_std,best_epoch_count,best_val_loss_standardized_mean,best_val_loss_standardized_std,best_val_loss_standardized_count,initial_trainable_params_mean,initial_trainable_params_std,initial_trainable_params_count,final_trainable_params_mean,final_trainable_params_std,final_trainable_params_count
random_all_per_seed,all_rows,0.1,0.1,False,False,B3_with_RC_weighted_bcap_8,8.0,0.0005,0.0001,0,random,conv3_plus,1,3063,HepG2,0.2593109607696533,0.007711606228482696,4,0.3391715958714485,0.010308346684311312,4,0.4581843653843501,0.05064816252996015,4,0.3570096923495157,0.03515677934919658,4,0.20509252326924718,0.0490169421966837,4,0.21185683995840557,0.04503061802955096,4,0.7946479767560959,0.049000926640615415,4,0.264511838555336,0.00827133405983764,4,0.3468673825263977,0.014866029955305258,4,0.30935711519112585,0.11177073568106938,4,0.22241875767291328,0.06244413677852247,4,0.0916684248588342,0.08505662131645342,4,0.1050713477353911,0.07619078125754626,4,0.8319560140371323,0.07547600271981227,4,0.27319273352622986,0.0174959637874015,4,0.35771314054727554,0.02228041794917979,4,0.3390732545355122,0.03208180086091523,4,0.25237357682686523,0.03421095363890507,4,0.11033248082904829,0.022535564836737305,4,0.11574260340116378,0.021243214214433075,4,0.8862115889787674,0.11465998457502603,4,1.25,0.9574271077563382,4,0.8319560140371323,0.07547600271981227,4,3063361.0,0.0,4,3063361.0,0.0,4
random_all_per_seed,all_rows,0.1,0.1,False,False,B3_with_RC_weighted_bcap_8,8.0,0.0005,0.0001,0,random,conv3_plus,1,3063,K562,0.25720834732055664,0.007990368628921794,4,0.3365205079317093,0.010612909643037663,4,0.47006848924954664,0.05241376052662138,4,0.3647122838999154,0.04106004228855189,4,0.2174685322629307,0.049494790145808466,4,0.22302478630475764,0.046867943780611585,4,0.7822759747505188,0.049478682363497666,4,0.26413632929325104,0.007803760997025476,4,0.347214937210083,0.015170376718712969,4,0.3113224669001682,0.11148155602747697,4,0.21912659892587988,0.06599371292893423,4,0.08955985339235845,0.08962989405121653,4,0.10624278139753694,0.07672312514023182,4,0.833686888217926,0.07706616290339866,4,0.27546700090169907,0.01717267870289558,4,0.35818784683942795,0.020589766074061072,4,0.3392331697145443,0.02733052655875943,4,0.2440766331063636,0.029807597473144577,4,0.10764255049111277,0.019237206704445186,4,0.11563936169606112,0.018481582787440953,4,0.8881445825099945,0.10638963756890782,4,1.5,1.0,4,0.833686888217926,0.07706616290339866,4,3063361.0,0.0,4,3063361.0,0.0,4
random_all_per_seed,all_rows,0.1,0.1,False,False,B3_with_RC_weighted_bcap_8,8.0,0.0005,0.0001,0,random,conv3_plus,1,3063,SKNSH,0.26209964603185654,0.010169208488522907,4,0.34283900260925293,0.013670335993579108,4,0.440188982393893,0.06891738552650485,4,0.3493719595645993,0.04737049714279577,4,0.18735866137634097,0.0656858487513283,4,0.19732854474182768,0.06098221321168546,4,0.812376081943512,0.06566446154125904,4,0.26579252630472183,0.008390682959554044,4,0.3476581275463104,0.014026201987274034,4,0.29406882773514653,0.11878973830561694,4,0.21634760204635875,0.0707167929165188,4,0.08742880754145427,0.0849023565779915,4,0.097059726890561,0.07744990361936485,4,0.8356250524520874,0.07173513985228368,4,0.27531492710113525,0.016927555900539487,4,0.36088860780000687,0.020416502075376312,4,0.3217767760678686,0.023820508999854075,4,0.25107064331065254,0.03219376090474513,4,0.09417769426499153,0.012144536113758733,4,0.10396585610339033,0.015274258881332261,4,0.9015397876501083,0.1060740762097634,4,1.0,1.1547005383792515,4,0.8356250524520874,0.07173513985228368,4,3063361.0,0.0,4,3063361.0,0.0,4
random_all_per_seed,all_rows,0.1,0.1,False,False,B3_with_RC_weighted_bcap_8,8.0,0.0005,0.0001,0,random,full,1,2297,HepG2,0.24898364022374153,0.023833911573802016,4,0.32994165271520615,0.02509044604752525,4,0.5353322953078671,0.0905526770695379,4,0.4467409306555863,0.0970055387149481,4,0.2544560183104426,0.1150979412581573,4,0.2927305068929344,0.10506756930843383,4,0.7452193945646286,0.11504782717260394,4,0.2671254724264145,0.00849336906175493,4,0.349428229033947,0.012652083707823803,4,0.292321028085708,0.09533626089379127,4,0.21127029729354477,0.05180460646274991,4,0.07933444810573528,0.0634107699656541,4,0.09226833544199205,0.060156916388336576,4,0.8331359475851059,0.07730314409512909,4,0.27630379796028137,0.014456583423326239,4,0.36095449328422546,0.01947359183341396,4,0.3286225747680618,0.024390215962420435,4,0.2519259788429394,0.02483860097069756,4,0.09354419367505434,0.020152388056073032,4,0.10843895862321047,0.01610347879821713,4,0.8892584443092346,0.09884202829832904,4,0.5,1.0,4,0.8331359475851059,0.07730314409512909,4,3747661.0,0.0,4,3747661.0,0.0,4
random_all_per_seed,all_rows,0.1,0.1,False,False,B3_with_RC_weighted_bcap_8,8.0,0.0005,0.0001,0,random,full,1,2297,K562,0.24624183401465416,0.02130386772426574,4,0.32639120519161224,0.02456708183554668,4,0.5394941961156937,0.07921336291542132,4,0.4427117585105832,0.08435489958506798,4,0.27161800896883065,0.10537326763392793,4,0.29576005529079635,0.0877941283983652,4,0.7280648946762085,0.10532737947913652,4,0.2652776911854744,0.007959029389891317,4,0.34789782017469406,0.013395865791891068,4,0.3009683224415507,0.10616781586865827,4,0.215136945884432,0.06458749753856156,4,0.08694557750832094,0.07233853658721771,4,0.0990356349580222,0.06934449669799189,4,0.8259543776512146,0.07960667643964246,4,0.27625739574432373,0.017319979803388032,4,0.3605002388358116,0.01988558510232123,4,0.3367106541392375,0.02984093821972784,4,0.26270862899983705,0.033893372271381596,4,0.09595104464324719,0.016818775342577155,4,0.11404192580624842,0.01973110753763268,4,0.8868947476148605,0.09830622373366543,4,0.75,0.9574271077563381,4,0.8259543776512146,0.07960667643964246,4,3747661.0,0.0,4,3747661.0,0.0,4
random_all_per_seed,all_rows,0.1,0.1,False,False,B3_with_RC_weighted_bcap_8,8.0,0.0005,0.0001,0,random,full,1,2297,SKNSH,0.2588841915130615,0.00844748693106395,4,0.340713232755661,0.009918031569626274,4,0.4967486342996888,0.03369202837648389,4,0.42486691724966624,0.03220920182251883,4,0.20848682505375066,0.05260202705517329,4,0.24761057026069733,0.03454081514702238,4,0.7911686599254608,0.05257914753570484,4,0.268463134765625,0.007874184536889164,4,0.35039306432008743,0.014032870597093813,4,0.2752402563029718,0.0992156364313267,4,0.2196488377599837,0.06475149951283421,4,0.0741784464609829,0.06815925926126279,4,0.0831400055740805,0.06223649029241337,4,0.8381686061620712,0.08615974865684603,4,0.275331050157547,0.01522926485737493,4,0.36209189146757126,0.01867806133958265,4,0.318723545956601,0.005433897406403012,4,0.2508510222850078,0.02459845639965413,4,0.08781529019877257,0.005932852419161356,4,0.10160684417791704,0.0034632404137209167,4,0.8946625292301178,0.09445855839565122,4,0.25,0.5,4,0.8381686061620712,0.08615974865684603,4,3747661.0,0.0,4,3747661.0,0.0,4
random_all_per_seed,all_rows,0.1,0.1,False,False,B3_with_RC_weighted_bcap_8,8.0,0.0005,0.0001,0,random,full,1,3063,HepG2,0.2519851289689541,0.011832485788835398,4,0.33162524551153183,0.013044801847632464,4,0.5139774919955866,0.048325224954029786,4,0.41051990433621177,0.0430443957845912,4,0.23942098823954117,0.06331860516409525,4,0.2659243578032165,0.05197365244061096,4,0.7603307068347931,0.06329793325951348,4,0.2658693492412567,0.008265731976663714,4,0.34844525158405304,0.012597128681610057,4,0.2984299368284425,0.0936980234828778,4,0.2260510421712964,0.05630730862971189,4,0.08430477144420553,0.06673866975970266,4,0.09564491689887662,0.06152411183385713,4,0.8391129672527313,0.06422410852169592,4,0.27445193380117416,0.016512413539620567,4,0.3595033437013626,0.020432133411585437,4,0.3297187140069057,0.032132942336888154,4,0.25145270521443036,0.03904485810931647,4,0.10104617313665434,0.018947164154020632,4,0.10948882485378703,0.021431106143131682,4,0.8946545422077179,0.10581870248830161,4,0.25,0.5,4,0.8391129672527313,0.06422410852169592,4,3747661.0,0.0,4,3747661.0,0.0,4
random_all_per_seed,all_rows,0.1,0.1,False,False,B3_with_RC_weighted_bcap_8,8.0,0.0005,0.0001,0,random,full,1,3063,K562,0.2528027817606926,0.010721007875238909,4,0.3324376791715622,0.012199400174071725,4,0.5060618798023444,0.04555702354200588,4,0.392804780925159,0.040322068515901074,4,0.2358206501885217,0.059847013524107213,4,0.25765520798458763,0.04815342931763463,4,0.7639298886060715,0.05982751848089839,4,0.2644884064793587,0.008092419894330918,4,0.34730203449726105,0.01380755348664424,4,0.30411582664057224,0.10679096886699113,4,0.2163237759957058,0.0616209379749105,4,0.08961271004450577,0.07994286945072043,4,0.10103966928694161,0.07280960303207172,4,0.8338548690080643,0.07043071862160317,4,0.27368563413619995,0.01562913329023824,4,0.3585970625281334,0.018565611509843875,4,0.3414982351197917,0.02225560952921061,4,0.2658528441895387,0.03361567333337262,4,0.1052134484810596,0.018094281966676083,4,0.11699252870657008,0.015651258177395613,4,0.8897383213043213,0.09627671544352022,4,0.25,0.5,4,0.8338548690080643,0.07043071862160317,4,3747661.0,0.0,4,3747661.0,0.0,4
random_all_per_seed,all_rows,0.1,0.1,False,False,B3_with_RC_weighted_bcap_8,8.0,0.0005,0.0001,0,random,full,1,3063,SKNSH,0.2547035440802574,0.010393644394621829,4,0.3348061814904213,0.012781807637904968,4,0.4996894710377679,0.0445284027759175,4,0.41084064779230206,0.038261792424395966,4,0.2248179710006388,0.06287656275582872,4,0.25117665145633505,0.046437448940299664,4,0.7749289274215698,0.06285608705754461,4,0.26741334795951843,0.00762092208137784,4,0.3490745797753334,0.013473110187243625,4,0.2867057009995011,0.1077173700494977,4,0.22210528323786335,0.06828739986298425,4,0.08059040385528451,0.07533413732038771,4,0.09090243284340063,0.07082031680388019,4,0.842333123087883,0.06928131855696082,4,0.2745843827724457,0.015290484731790583,4,0.36097265034914017,0.017771041315739568,4,0.3297757232127581,0.01023176011659894,4,0.25247440943013155,0.02240782030129458,4,0.09317582749873099,0.016231497901027014,4,0.10883054430681036,0.006775891736268085,4,0.9013742506504059,0.09296423299064774,4,0.25,0.5,4,0.842333123087883,0.06928131855696082,4,3747661.0,0.0,4,3747661.0,0.0,4
random_all_per_seed,all_rows,0.1,0.1,False,False,B3_with_RC_weighted_bcap_8,8.0,0.0005,0.0001,2,random,branched_only,1,2297,HepG2,0.2603534869849682,0.016228480177291702,4,0.34144365787506104,0.02145862054918439,4,0.4541586119571612,0.0826557861376814,4,0.37844683291412573,0.0912008957153234,4,0.20507212877955436,0.08131735028924096,4,0.21138402905138387,0.08099246336163143,4,0.794581800699234,0.08128190306880506,4,0.26429466903209686,0.008211136569239766,4,0.34595343470573425,0.015302319979191325,4,0.312247422733792,0.11802356651200699,4,0.23095520962804497,0.061664965180486836,4,0.09618045031828173,0.08919958881999925,4,0.10794562469305603,0.08288820870382231,4,0.8171509057283401,0.08760996390319677,4,0.2738090232014656,0.016865256167652325,4,0.35862795263528824,0.020021186865349008,4,0.3342100563201081,0.017024245966374967,4,0.257698795909882,0.023575063586132476,4,0.10541751440600752,0.012761664863138846,4,0.11191373045853255,0.011395149012925451,4,0.8777370005846024,0.09805355115082867,4,24.75,29.848227194703988,4,0.8171509057283401,0.08760996390319677,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.1,0.1,False,False,B3_with_RC_weighted_bcap_8,8.0,0.0005,0.0001,2,random,branched_only,1,2297,K562,0.2633693218231201,0.01723735161735322,4,0.34611817449331284,0.02299549849732792,4,0.4250047527392352,0.097695461452581,4,0.35947015472867483,0.09619674951652142,4,0.1831400626922263,0.08778722558046961,4,0.187787342242263,0.08682735060623371,4,0.8165042996406555,0.08774896983100867,4,0.2630470246076584,0.008060426453509737,4,0.34605877101421356,0.014903498068009275,4,0.3086264912243056,0.12175439412754917,4,0.2275998562789244,0.07727267115303606,4,0.09557126022017587,0.08933951057834613,4,0.1063684104524513,0.0825323354537588,4,0.8175151944160461,0.08523225426904248,4,0.27679139375686646,0.02091999625518677,4,0.36010726541280746,0.0247752745649806,4,0.32123648333111265,0.06007214258012431,4,0.23728500002215586,0.034742210412942245,4,0.09863700176256127,0.03535039427877867,4,0.1058993749585653,0.03606965424581311,4,0.8859593421220779,0.12114120341398421,4,26.25,33.42030321027424,4,0.8175151944160461,0.08523225426904248,4,179761.0,0.0,4,179761.0,0.0,4
random_all_per_seed,all_rows,0.1,0.1,False,False,B3_with_RC_weighted_bcap_8,8.0,0.0005,0.0001,2,random,branched_only,1,2297,SKNSH,0.2598975673317909,0.013907105403038874,4,0.34111154079437256,0.01846427584327429,4,0.45875833004815364,0.08146915832134291,4,0.3902040756469348,0.0835260645916509,4,0.20676954087083743,0.0720950322440134,4,0.2154371232067617,0.07536723305414346,4,0.7928851097822189,0.07206362084676388,4,0.2640371769666672,0.007673120399061953,4,0.34612855315208435,0.014035005603531011,4,0.3128914519367966,0.11259723905382957,4,0.23962473016498984,0.04813185381026843,4,0.09536694728986059,0.08555127090464383,4,0.10740966437702565,0.07769673908562115,4,0.8176839500665665,0.08151680559754872,4,0.27362608164548874,0.01627001691296297,4,0.35873162001371384,0.021904524182367185,4,0.3338069843852901,0.028597207091236268,4,0.2434108095635268,0.03827103687732173,4,0.10520608804564013,0.019922748500173774,4,0.11204045301446561,0.01862885447365407,4,0.8786254972219467,0.10704990388566686,4,35.25,30.793668180325643,4,0.8176839500665665,0.08151680559754872,4,179761.0,0.0,4,179761.0,0.0,4
