setting,train_sampling_mode,unfreeze_scope,train_threshold,train_size,init_head,val_spearman_mean,val_spearman_std,val_spearman_count,val_pearson_mean,val_pearson_std,val_pearson_count,val_rmse_mean,val_rmse_std,val_rmse_count,val_r2_mean,val_r2_std,val_r2_count,test_spearman_mean,test_spearman_std,test_spearman_count,test_pearson_mean,test_pearson_std,test_pearson_count,test_rmse_mean,test_rmse_std,test_rmse_count,test_r2_mean,test_r2_std,test_r2_count,best_epoch_mean,best_epoch_std,best_epoch_count,best_val_loss_standardized_mean,best_val_loss_standardized_std,best_val_loss_standardized_count,initial_trainable_params_mean,initial_trainable_params_std,initial_trainable_params_count,final_trainable_params_mean,final_trainable_params_std,final_trainable_params_count
B2_with_RC,hq_first,branched_only,3,121,K562,0.2920325726085564,0.0069702015484536485,4,0.3705949119920852,0.014516296719629718,4,0.32869285345077515,0.0010182659437004906,4,0.13749863094726064,0.010944421023409326,4,0.2943354175633583,0.008820141957749019,4,0.3546769363369767,0.015592317710544687,4,0.28058645129203796,0.002666239384384345,4,0.12597806944807374,0.011279363842283847,4,19.0,6.683312551921141,4,1.4255187511444092,0.1651288867318519,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,121,SKNSH,0.30416735919388793,0.0043205071609264635,4,0.3292658917350219,0.003556531704550123,4,0.3338374048471451,0.000495014059628125,4,0.10842551414838328,0.0023367785238506706,4,0.2831052785277518,0.003786050909592546,4,0.34312054374754464,0.010331905394261317,4,0.28118259459733963,0.001376072257989866,4,0.11781176874341769,0.007153031383273479,4,17.25,7.932002689527196,4,1.4700902104377747,0.16605208973065294,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,242,HepG2,0.30850391593880355,0.0030965358327249546,4,0.35192293941282227,0.002000403253092352,4,0.3310988321900368,0.000778754855470481,4,0.1238527564948422,0.0014046513475551292,4,0.27104866460395116,0.008450547589627133,4,0.31484922892914885,0.004615479971324189,4,0.28598257154226303,0.0007134491774546615,4,0.09914601394880386,0.0029035114638687127,4,6.5,1.2909944487358056,4,1.447505533695221,0.10634425901622238,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,242,K562,0.2858990620043575,0.004732466454124776,4,0.3675592809426094,0.0032995979067740435,4,0.3290543556213379,0.0007097030588233722,4,0.13510799051680789,0.002417266342956332,4,0.28954390847511635,0.005498634220447087,4,0.34995027074389656,0.003047148898856009,4,0.2814306169748306,0.000933051395362141,4,0.12247215583103535,0.0021267144614288496,4,7.75,0.9574271077563381,4,1.4295015931129456,0.10190275821559008,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,242,SKNSH,0.30795484013287744,0.004466478374940848,4,0.3295268546559489,0.005479201017132405,4,0.3337605372071266,0.00083708163897054,4,0.10861046417228247,0.0036333497273562817,4,0.2845039609404777,0.006802466381483815,4,0.3413861332813689,0.00595865784164682,4,0.28120606392621994,0.000986879955386782,4,0.11657112119925993,0.004100341675348428,4,8.0,1.8257418583505538,4,1.4711799025535583,0.11317066169773636,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,423,HepG2,0.31005869667789754,0.005366864206086618,4,0.3700906883487069,0.02181589153402581,4,0.32842252403497696,0.003148988782830553,4,0.13732406744498796,0.01614784988394151,4,0.29419710275408123,0.02771786635384458,4,0.35686235543555594,0.05053464029849278,4,0.28036578744649887,0.00759116033580916,4,0.1292660531295866,0.03624889126726678,4,16.0,15.01110699893027,4,1.3444696962833405,0.10124207071005356,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,423,K562,0.31967577951007375,0.022052944910363362,4,0.399236766793534,0.023186672011722625,4,0.32497039437294006,0.0029377589777280695,4,0.15979321227898902,0.018071296281172912,4,0.31979078589423504,0.01825986868885204,4,0.3972558207550036,0.03227476958855408,4,0.2745708301663399,0.004134005649393711,4,0.15859343268772721,0.024907282681337583,4,19.75,10.90489186863706,4,1.316890686750412,0.10841037212990558,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,423,SKNSH,0.31805145251460054,0.016023937786053228,4,0.35697300332282755,0.03409094905652009,4,0.3300710842013359,0.004444552866698316,4,0.12830136970700018,0.02459011376631268,4,0.2928034898345884,0.01413490566920351,4,0.374666711641947,0.03899437677268577,4,0.2769417017698288,0.005008056063624998,4,0.14151556587750747,0.02943647774517244,4,16.5,14.433756729740644,4,1.3581548929214478,0.10699309312761152,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,604,HepG2,0.31257811958398596,0.002280702666842162,4,0.3793316444666375,0.0035576294531163843,4,0.3271505832672119,0.0006290396186807951,4,0.14390198903925774,0.0027084984662725927,4,0.3228327266978138,0.004223369234762366,4,0.4172128003534042,0.0064061629142177145,4,0.27150844782590866,0.0008815679617679321,4,0.1740972999711921,0.005378904914627084,4,27.0,1.414213562373095,4,1.2200476229190826,0.023843138544612195,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,604,K562,0.33303579418142015,0.0016258746330109907,4,0.40501981478718607,0.001862344535749424,4,0.3243655860424042,0.0003580965259518751,4,0.1640436516156239,0.0015092206005462923,4,0.325792713596036,0.003011857767412882,4,0.4251536364102728,0.007107415742807629,4,0.2705255225300789,0.0009663709017875039,4,0.1807935010717843,0.0060895637907965846,4,21.0,1.8257418583505538,4,1.1993587017059326,0.02289724151723737,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,604,SKNSH,0.3278686217780556,0.0018494501240706954,4,0.37429360766236625,0.004998496275674345,4,0.32826807349920273,0.0005086423122607933,4,0.14011444346067278,0.0037343785651223877,4,0.31139977386831597,0.0015739149672324032,4,0.4305372674495872,0.007446088781325143,4,0.27045200765132904,0.0012380871549436255,4,0.18540392184156193,0.006422269319336488,4,28.25,0.9574271077563377,4,1.2283890545368195,0.023348806044823287,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,906,HepG2,0.3185019444978577,0.010430500419538271,4,0.38983466179073645,0.005651726846100235,4,0.3255559876561165,0.0010214631350096124,4,0.15199502004575507,0.004403587289818678,4,0.3219077593713068,0.011427795916162903,4,0.42618213996621834,0.014218965650747732,4,0.27032478898763657,0.0021380376080452276,4,0.18178285066431818,0.012298031244473654,4,25.0,2.1602468994692865,4,1.0249667465686798,0.05625496823826443,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,906,K562,0.32969955540816676,0.0034416524840876588,4,0.4098604098816468,0.0036375218491799016,4,0.32343510538339615,0.0005934946068959925,4,0.16799547926225397,0.0029798961056033296,4,0.32159172973211914,0.0038443227511359493,4,0.4198949360078974,0.0033153063563322125,4,0.2712329179048538,0.0005993847077050709,4,0.17632000072725348,0.002784021496494849,4,14.25,1.707825127659933,4,1.0115439891815186,0.052574303966387535,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,906,SKNSH,0.32667663348854314,0.004758254687789829,4,0.3864442624086455,0.002425135103835717,4,0.3260241225361824,0.0004325059702297854,4,0.14934357890876593,0.0018787113456113023,4,0.3135760547448678,0.004907931219503126,4,0.430473274925966,0.0036253653646068852,4,0.269783116877079,0.0005593634292232288,4,0.18531709788100645,0.003119701487107485,4,23.0,5.291502622129181,4,1.0277859717607498,0.05296063344977792,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,1208,HepG2,0.3221996006323166,0.0021700396498120006,4,0.3916862331527989,0.0005799639089229419,4,0.32508957386016846,8.153698638424471e-05,4,0.15341835751003047,0.00045440358303652654,4,0.3264445680630052,0.0035718066981540214,4,0.44040482553949667,0.008459430083407906,4,0.2682899907231331,0.0012301920334417806,4,0.19401008182647655,0.007451541618967721,4,22.25,5.057996968497839,4,0.9217519164085388,0.00046243674557847845,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,1208,K562,0.3336088654991447,0.0016121868910150832,4,0.4064247483830311,0.0012246738933769164,4,0.3239890784025192,0.00018071072356579132,4,0.16518220096781897,0.0009948048893723114,4,0.32719695293071044,0.0061891664815879625,4,0.43274607446086855,0.008995165439643472,4,0.2694151848554611,0.0012705735723994977,4,0.1873298497122565,0.007775977367592776,4,11.75,2.217355782608345,4,0.9155219495296478,0.0010212662798537763,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,branched_only,3,1208,SKNSH,0.3256948475920967,0.002338612193218052,4,0.38792917513878317,0.0005233174637036284,4,0.3257114514708519,0.00013436344658217388,4,0.15048925031973256,0.0004062278806402649,4,0.3173346611869195,0.004066738057396473,4,0.44471480598838353,0.007468584889181547,4,0.26760004460811615,0.0010461806227964937,4,0.19781309348547077,0.006643248079224281,4,20.0,4.242640687119285,4,0.9252818822860718,0.0007634458888200512,4,179761.0,0.0,4,179761.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,161,HepG2,0.3102318493283427,0.005600047443928813,4,0.3555295028223058,0.004719113511240799,4,0.3303564116358757,0.0005461685909209317,4,0.12641792990132492,0.0033581835509039946,4,0.28295555107745096,0.006368402002103501,4,0.33187701799851055,0.01306598723930922,4,0.2839977592229843,0.0017699147086099598,4,0.11027039509248705,0.00877118113852289,4,11.5,5.802298395176403,4,1.3819628059864044,0.08592886321048254,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,161,K562,0.29525476717016436,0.01210815022188444,4,0.37952733858066917,0.01930458262664388,4,0.3271895498037338,0.002507516844491953,4,0.1443205009129176,0.015007616680187684,4,0.3071872377148588,0.020883669792777497,4,0.3724328577431575,0.024212017343889638,4,0.28064651042222977,0.001929869306467773,4,0.1391458998646306,0.018045558140822107,4,15.0,8.906926143924924,4,1.3559837341308594,0.09369485760389297,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,161,SKNSH,0.30909189315150454,0.0020047673053711084,4,0.3331230720441531,0.004900010537328098,4,0.33368415385484695,0.000638128390976854,4,0.11098898870558346,0.0032649593378291488,4,0.29063451141468194,0.002756071698158974,4,0.3577450025352166,0.014312593007914822,4,0.2798638343811035,0.0017076141029001856,4,0.12813512457787982,0.010328743252846042,4,12.75,5.909032633745278,4,1.4101853370666504,0.09246030865226008,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,322,HepG2,0.3154424302138858,0.008233977171941444,4,0.3746280170222027,0.008430481978751408,4,0.3277494013309479,0.001244881974242712,4,0.14039945590778333,0.006300183484292923,4,0.29445997601026214,0.012014996597983815,4,0.36950045728114084,0.011563264486646546,4,0.27970124781131744,0.0018805394239766679,4,0.13663086974516328,0.008581865641836293,4,13.75,1.5,4,1.3046070039272308,0.028297541590386777,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,322,K562,0.2959678370618762,0.0069580664151261,4,0.40824755435519877,0.008686185950571844,4,0.32281923294067383,0.001651420528968884,4,0.1667226530067769,0.007088948105557692,4,0.3003940520520309,0.019382017053431847,4,0.4053819443291554,0.0067697573888304,4,0.2755807489156723,0.0022701410588978803,4,0.1643688929994142,0.005470281044915904,4,17.5,2.3804761428476167,4,1.2655049264431,0.0171977476405602,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,322,SKNSH,0.3283844163061975,0.004859695168471721,4,0.36501993503332464,0.00983014115521197,4,0.32946915179491043,0.0011149800063399355,4,0.13331202672808107,0.007175715334111203,4,0.30759357634870943,0.010823420859047818,4,0.40452085843520064,0.014123946263057761,4,0.27399391680955887,0.0015011544418734684,4,0.16378673930268292,0.011402569233521162,4,15.0,3.4641016151377544,4,1.3184281587600708,0.03370300591647574,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,643,HepG2,0.30743870007664026,0.0060887858911448465,4,0.3829223544339125,0.004049662650350607,4,0.3263692036271095,0.0006150202905594146,4,0.14664182935089715,0.0031162034489395866,4,0.29163165072121544,0.004452695440018899,4,0.3949572999512476,0.008266744777316443,4,0.2757740020751953,0.0015867861029101246,4,0.15604252308668976,0.006519894946722945,4,8.5,0.5773502691896257,4,1.156516432762146,0.027752331553208012,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,643,K562,0.3150036045851024,0.008184866269183124,4,0.4139201053198317,0.004079215943907829,4,0.32159848511219025,0.0006512578066892713,4,0.17134233359001833,0.003364552173934676,4,0.32038106041388575,0.006858485898254259,4,0.42882865989755287,0.00755881738016091,4,0.27138785272836685,0.0011134239362319957,4,0.18393687133967104,0.006446368102954353,4,9.5,0.5773502691896257,4,1.1229318678379059,0.025815147672699348,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,643,SKNSH,0.3369821711903541,0.004966352496627842,4,0.3830018705947421,0.005051229650087086,4,0.3265438824892044,0.0006168960028867346,4,0.146709569069805,0.003886723242086507,4,0.3111986782366871,0.002766862284637657,4,0.4236397221297567,0.00895827643275082,4,0.2711866721510887,0.0014857869002655247,4,0.17953080220366166,0.007590754162244693,4,8.75,1.2583057392117916,4,1.1577608585357666,0.028128070506258252,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,1125,HepG2,0.302489904011117,0.01149198918360644,4,0.3947241346288182,0.011041757758541156,4,0.32513468712568283,0.0017446160304817454,4,0.15589858276926816,0.008721942262842558,4,0.3121698964825562,0.010988660205508205,4,0.4188259973412393,0.017335663041648405,4,0.27388953417539597,0.0024752752714478888,4,0.17564060995870398,0.014402144484226493,4,6.5,1.2909944487358056,4,0.8517466485500336,0.014307957512013345,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,1125,K562,0.3175726403913334,0.006061529563197157,4,0.419343238997544,0.0034257753323629126,4,0.3215500935912132,0.0005318596512576784,4,0.1758575540454222,0.002879369822409377,4,0.320831827755214,0.007352012898280599,4,0.43508456931003175,0.009956201204184738,4,0.2709861621260643,0.002182386733139597,4,0.1893729269085095,0.00870177032803769,4,6.0,0.816496580927726,4,0.8330475240945816,0.010589177492913866,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,1125,SKNSH,0.3305813982234311,0.007478048519735395,4,0.39143318214890027,0.010221592853998629,4,0.3255547359585762,0.0016908094765011807,4,0.15329829680756885,0.007954735487923003,4,0.32354998754099457,0.006138308125516258,4,0.44579042111240974,0.005670281940271879,4,0.2679377496242523,0.0014659888936310358,4,0.19875321362854123,0.005053839285926819,4,6.0,0.0,4,0.8539614081382751,0.015262260741264069,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,1608,HepG2,0.3090288531446359,0.01168999802438907,4,0.41217061426665824,0.011704221892492527,4,0.32292336970567703,0.0024548826977490524,4,0.16998735687253588,0.0096509726710328,4,0.3157900766938161,0.005081923053231866,4,0.4328665456221953,0.005895838786412662,4,0.2739393934607506,0.002273981694149971,4,0.18739951700513863,0.00509460317323347,4,6.25,1.2583057392117918,4,0.7595365047454834,0.03155566571752075,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,1608,K562,0.32054811834711244,0.0028393565972566807,4,0.4283398840915861,0.009558584697658683,4,0.32046928256750107,0.0020243393410189687,4,0.18354358120966013,0.008275583982214387,4,0.3221838187264043,0.00828376731561365,4,0.44727014617993277,0.010348107872821963,4,0.2707403525710106,0.0022761440517414713,4,0.20013089616622906,0.009246179999037577,4,6.25,1.5,4,0.7478365004062653,0.023713523381962275,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,1608,SKNSH,0.32937942194092645,0.004365492433002214,4,0.40275518205801175,0.00999528446465433,4,0.32427839934825897,0.0018880928878166623,4,0.16228666595822921,0.008052850396833424,4,0.3378513924577671,0.011013547833279312,4,0.4569950679164743,0.010853842576345812,4,0.2669392451643944,0.0014101849003630793,4,0.20893284652398705,0.009827439671686795,4,5.5,1.0,4,0.7657821923494339,0.02659656492736917,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,2411,HepG2,0.32066222283322915,0.00578012059229028,4,0.41389609934431526,0.006487516855041171,4,0.32230624556541443,0.001049685008084978,4,0.17134154695864764,0.00534739076776187,4,0.32684945511714825,0.007691831065599412,4,0.4388146589056199,0.002760596814352826,4,0.27103496342897415,0.0010750973995969858,4,0.19256402054153407,0.0024222405070342397,4,4.5,0.5773502691896257,4,0.7141900807619095,0.011039672703244552,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,2411,K562,0.33725880069417913,0.0048684379230607725,4,0.4278543468876615,0.008818634941144517,4,0.32041528075933456,0.0016580139517179831,4,0.18311766839233626,0.007586535970149914,4,0.33146190148003674,0.012980958816244755,4,0.45418776140769745,0.007876854591392302,4,0.26921546459198,0.0015747023297259832,4,0.20633305624122594,0.007168196529492202,4,5.0,1.1547005383792515,4,0.7057958245277405,0.007962289456084603,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,2411,SKNSH,0.3346521449727719,0.0051968929985613714,4,0.40383112330015,0.006008383786668033,4,0.32426469773054123,0.0009950359116538197,4,0.16310665165265684,0.004865030972552182,4,0.3414517248695629,0.010542599358661035,4,0.4650918217349273,0.00542950063248194,4,0.2659038379788399,0.000525025945244064,4,0.21633251225255198,0.005051232211217077,4,4.5,0.5773502691896258,4,0.7228638529777527,0.007930920126725811,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,3215,HepG2,0.3375601588849091,0.005371738455439617,4,0.4165687885746019,0.0031355399636764456,4,0.3225870579481125,0.00033079149948195936,4,0.17353692932265924,0.002619610369142665,4,0.33055471600494724,0.001960401059399748,4,0.4407395464137797,0.009672664623516498,4,0.2700570374727249,0.002050350568381438,4,0.19432151810371356,0.008612003918030233,4,3.25,0.49999999999999994,4,0.6907946169376373,0.001416543292150543,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,3215,K562,0.33703220767860564,0.005481779000867479,4,0.42433765817151564,0.004310640768902343,4,0.3211376368999481,0.0003465481171016928,4,0.18007638436036497,0.00365867445207609,4,0.33876127372374204,0.012252217848335186,4,0.4553844712844041,0.008245903287332459,4,0.26792074739933014,0.0013569820500303512,4,0.20742601287774431,0.0074459067684450935,4,4.0,0.816496580927726,4,0.6846009492874146,0.0014772819341985204,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,1,3215,SKNSH,0.34367571349861187,0.006465846330256935,4,0.40612802295067346,0.002548185205239855,4,0.32379645109176636,0.0004319886458864559,4,0.1649448409617029,0.0020753469085290715,4,0.34802660331280094,0.002332249143293424,4,0.46711497360096255,0.004697098649107147,4,0.2652841806411743,0.0006233276044582038,4,0.21821294561401752,0.0043903003721725625,4,4.25,0.5,4,0.6959842592477798,0.0018565581817039675,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,108,HepG2,0.31347664705030814,0.006955623040654897,4,0.35554509128942685,0.0037714834010424635,4,0.330375574529171,0.00041640043122539094,4,0.12642298000529012,0.002690504941960346,4,0.2823127604776662,0.010425706133694423,4,0.3220824835875592,0.016058102461840737,4,0.2852426618337631,0.0027274670490295963,4,0.10393052322493655,0.010392216091804974,4,11.75,2.6299556396765835,4,1.5372069776058197,0.09616959418880018,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,108,K562,0.2962905725461808,0.010218753178839612,4,0.37655624976076063,0.018281926416580045,4,0.32733839750289917,0.0025848365445198147,4,0.14204528085901427,0.014044473348011321,4,0.30750699998758024,0.015883615730325037,4,0.37292309555942216,0.019765071276504856,4,0.27954164892435074,0.0021977180817229396,4,0.1393646287335459,0.014632741561215462,4,21.5,7.32575365861197,4,1.5085890889167786,0.08533424757316775,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,108,SKNSH,0.3113332349746625,0.004622487490673626,4,0.3356039706459897,0.0094383595994473,4,0.33335311710834503,0.0010442569489110957,4,0.11269683708730069,0.006309145432057859,4,0.2939074607602916,0.005541500681929882,4,0.3579949990202591,0.01636200561072756,4,0.2799553647637367,0.0016949719384980674,4,0.12836120574421944,0.011815134205390284,4,17.25,7.7190241179396075,4,1.5648777186870575,0.09455164632132648,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,216,HepG2,0.3068576018554306,0.017214913896896528,4,0.3597254293837872,0.005693686002525082,4,0.3297509625554085,0.0008794147698747533,4,0.1294266980905716,0.004126794287240153,4,0.2829208168487345,0.0034693118445870055,4,0.33330164330636824,0.018177372138225838,4,0.2837866544723511,0.002296386003965636,4,0.11133779807411419,0.012375656279526482,4,8.5,7.047458170621992,4,1.4428741335868835,0.1108725942351042,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,216,K562,0.29662339889823414,0.0028090094135033885,4,0.3868393260471961,0.014452757709282624,4,0.32606955617666245,0.0019943374215487053,4,0.14980132583070133,0.011235347786135233,4,0.3055337847436888,0.018449982806156572,4,0.3811234370345175,0.019194985737299164,4,0.27826453000307083,0.0014346696720226632,4,0.14553140986509516,0.01470366651049233,4,15.25,7.32006375199925,4,1.4107207655906677,0.10736149157822542,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,216,SKNSH,0.3166902358215048,0.00989928312228068,4,0.3444403982723329,0.016318311624394496,4,0.332122378051281,0.0020425508692712164,4,0.11883890343270645,0.011288564803048387,4,0.29365618194448734,0.014026594001940637,4,0.3708722344761242,0.03476358961546901,4,0.27807703614234924,0.004116346017461496,4,0.13845259467752782,0.026149292812444137,4,11.75,7.847504911329036,4,1.4645913541316986,0.12675699978763555,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,431,HepG2,0.3038799983731042,0.008571904515835876,4,0.376892699364465,0.010874118104497637,4,0.3276689127087593,0.002034721017463873,4,0.14213679166764592,0.008202127697491235,4,0.2901794930184959,0.011027087822674395,4,0.3810367586383436,0.00801492832273084,4,0.27751418948173523,0.0007409332049640547,4,0.14523719074062919,0.006121658230320293,4,11.0,1.8257418583505538,4,1.3374488651752472,0.09976876268285907,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,431,K562,0.3118618510051707,0.012803522508389826,4,0.4086435363560712,0.010849162063286623,4,0.3225559666752815,0.001876777204000541,4,0.16707781804370225,0.008965505252225725,4,0.31396953652988,0.008553595236329382,4,0.4148057329729236,0.006593913822361331,4,0.27364014089107513,0.0009749729197734283,4,0.17209640588182695,0.005444886629650375,4,12.5,1.2909944487358056,4,1.296211153268814,0.09940609678430624,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,431,SKNSH,0.32563077934279105,0.008915612067649122,4,0.3723065667235523,0.010243152038164428,4,0.32823873311281204,0.0017411669749904494,4,0.1386908712482366,0.007667090652994956,4,0.3047531432450822,0.01414590635236196,4,0.4153869909070714,0.016563507799506536,4,0.27248166501522064,0.0027281275476453717,4,0.17275211455779965,0.013946643347215794,4,12.0,1.4142135623730951,4,1.3419408202171326,0.09711592682270626,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,754,HepG2,0.30966801453006665,0.009639977243834932,4,0.3893381071840751,0.0032855861514060956,4,0.3255336433649063,0.0004471856197401305,4,0.15159225801294707,0.0025565605203369253,4,0.2974058196976317,0.0069487682815834,4,0.4035612127531334,0.00708595060863046,4,0.27551285177469254,0.0010760824723935042,4,0.16289931046080075,0.005713786528221013,4,8.0,0.816496580927726,4,1.078163504600525,0.043282721670288626,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,754,K562,0.3169289687422533,0.006950088817900527,4,0.4186101000525124,0.004582566242472585,4,0.3208790048956871,0.0006985075367137912,4,0.17525016580099947,0.0038402888517710893,4,0.3202646229844869,0.007161786554932957,4,0.43181307457557133,0.007339709092445475,4,0.271762415766716,0.0007628572278507416,4,0.18650293487157923,0.0063017186082381885,4,8.75,0.9574271077563381,4,1.0476298928260803,0.044783830383395964,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,754,SKNSH,0.328091612063768,0.006183156228277502,4,0.38674274468649006,0.00422037272004631,4,0.32603272795677185,0.00045852866196361444,4,0.1495833092270617,0.0032492480962684456,4,0.31703859076871066,0.004522740860283134,4,0.43860454397116133,0.005686841452698875,4,0.26903431862592697,0.0008913137363917084,4,0.19239820111643152,0.004989083392916387,4,8.0,0.0,4,1.0814162492752075,0.041477764024225164,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,1078,HepG2,0.32312835204930035,0.007917283012495542,4,0.40305915205432474,0.006559165059447024,4,0.32353492081165314,0.0007368226546044251,4,0.1624889470394591,0.005320493594693365,4,0.31891429096153384,0.00907412759688808,4,0.4232665229009341,0.008169235364837626,4,0.2729511931538582,0.0011113961289057298,4,0.17920460171348154,0.006944504864263066,4,7.25,0.9574271077563382,4,0.9232014864683151,0.04330553968202894,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,1078,K562,0.3302862783821907,0.011703735836463561,4,0.4214489286967158,0.013482557658588813,4,0.3205537870526314,0.0022927416881415694,4,0.1777555340203723,0.011255987565847728,4,0.32575128322625047,0.006498313460108497,4,0.43258157492962146,0.01286803572386929,4,0.27101394534111023,0.002527152688694982,4,0.18725100872613476,0.011019332145518312,4,7.0,0.816496580927726,4,0.9065450876951218,0.05063137846082735,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,1078,SKNSH,0.3366465453643116,0.001794712733383691,4,0.39121019678836555,0.0031019627695911284,4,0.3252625837922096,0.00043665659082361,4,0.15305263470095964,0.0024186229008736483,4,0.32716103474497793,0.00397136145696438,4,0.44802593238465027,0.007102095182692479,4,0.2674545571208,0.0008939162643849763,4,0.20076506590612325,0.006371009804465141,4,6.5,0.5773502691896258,4,0.9329507201910019,0.03981003139950993,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,1616,HepG2,0.3260983347413227,0.005078437001780474,4,0.41270918017165836,0.00820409037532038,4,0.32187964767217636,0.0012639882587586245,4,0.17037934772212715,0.0067235826254202465,4,0.3260096644141952,0.008494980098822104,4,0.42715016034561726,0.010815397779110334,4,0.27243509888648987,0.0008713476649258795,4,0.1825449891051268,0.009243480027833246,4,5.25,0.9574271077563381,4,0.8207778781652451,0.041554081976959374,4,179761.0,0.0,4,3063361.0,0.0,4
B2_with_RC,hq_first,conv3_plus,2,1616,K562,0.33905860325870185,0.0026989930200771416,4,0.42879245097048757,0.005715296443316515,4,0.31918710470199585,0.0009305948990930864,4,0.18388746446935425,0.004901672345151308,4,0.3332521658386438,0.006724231561608644,4,0.44161643120544847,0.005920836330186031,4,0.270530603826046,0.0011095057900692993,4,0.19505136453777322,0.005228990302292801,4,5.75,0.5,4,0.8070852607488632,0.04015141790147053,4,179761.0,0.0,4,3063361.0,0.0,4
